都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
132241,0000000011,東京都,多摩市,落合白山神社の三匹獅子舞用具,オチアイハクサンジンジャノサンビキシシマイヨウグ,,,市指定有形民俗文化財,美術工芸品,落合白山神社,東京都多摩市落合2-2-1,,35.622441,139.428456,042-338-6883,,3,,,,2007-04-02,,,,祭礼時に一部公開あり,,,獅子頭ほかの、江戸時代末期から昭和初期の民俗資料。,"Folklore materials from the late Edo period to the early Showa era, such as the lion head.",,,http://www.city.tama.lg.jp/0000003429.html,
132241,0000000012,東京都,多摩市,地蔵菩薩像,ジゾウボサツゾウ,,,市指定有形民俗文化財,その他,,東京都多摩市鶴牧2-25-4,,35.616111,139.412743,042-338-6883,,1,,,,2013-04-01,月火水木金土日,00:00,23:59,,,,,,,,,
132241,0000000013,東京都,多摩市,ケヤキ,ケヤキ,,,市指定天然記念物,その他,連光寺　春日神社,東京都多摩市連光寺1-8-9,,35.644012,139.455246,042-338-6883,,2,本,,,1973-05-15,月火水木金土日,00:00,23:59,,,,,,"大：目どおり4.5ｍ、高さ約28ｍ
小：目どおり3.1ｍ、高さ約20ｍ。","Large: 4.5 m as expected, height about 28 m
Small: 3.1 m as usual, height about 20 m.",http://www.city.tama.lg.jp/0000003429.html,
132241,0000000014,東京都,多摩市,ケヤキ,ケヤキ,,,市指定天然記念物,その他,子育て総合センター,東京都多摩市豊ヶ丘1-21-3,,35.627759,139.429848,042-338-6883,,1,本,,多摩市教育委員会,2003-05-01,月火水木金土日,00:00,23:59,,,,,,目どおり約3.9ｍ、高さ18ｍ、枝張り約6.5～9ｍ。,"Approximately 3.9 meters, 18 meters high, about 6.5 to 9 meters tie.",http://www.city.tama.lg.jp/0000003429.html,
132241,0000000015,東京都,多摩市,ムクノキ,ムクノキ,,,市指定天然記念物,その他,連光寺　白山神社,東京都多摩市連光寺6-6,,35.633893,139.467458,042-338-6883,,1,本,,,1973-05-15,月火水木金土日,00:00,23:59,,,,,,目どおり4.2ｍ、高さ約24.5ｍ。,It is 4.2 m as usual and about 24.5 m tall.,http://www.city.tama.lg.jp/0000003429.html,
132241,0000000016,東京都,多摩市,スダジイ,スダジイ,,,市指定天然記念物,その他,連光寺　八坂神社,東京都多摩市連光寺6-19,,35.630693,139.465085,042-338-6883,,1,本,,,1973-05-15,月火水木金土日,00:00,23:59,,,,,,目どおり4.65ｍ、高さ約17ｍ。,It is 4.65 m as usual and about 17 m tall.,http://www.city.tama.lg.jp/0000003429.html,
132241,0000000017,東京都,多摩市,シダレザクラ,シダレザクラ,,,市指定天然記念物,その他,鶴牧西公園,東京都多摩市鶴牧2-25-17,,35.618177,139.415512,042-338-6883,,1,本,,,1973-05-26,月火水木金土日,00:00,23:59,,,,,,目どおり4m、高さ約18ｍ（地表高）、枝張り約20ｍ。,"It is 4 meters, as high as 18 meters (ground level), about 20 meters tie.",http://www.city.tama.lg.jp/0000003429.html,
132241,0000000018,東京都,多摩市,スダジイ,スダジイ,,,市指定天然記念物,その他,一本杉公園,東京都多摩市南野2-14,,35.607868,139.430792,042-338-6883,,1,本,,,1974-12-20,月火水木金土日,00:00,23:59,,,,,,目どおり3.61ｍ、高さ約16ｍで、きれいな半球形をしている。,"It is 3.61 m in height and about 16 m in height, and it has a beautiful hemisphere shape.",http://www.city.tama.lg.jp/0000003429.html,
132241,0000000019,東京都,多摩市,木造随身倚像,モクゾウズイシンイゾウ,,,都指定有形文化財,美術工芸品,小野神社,東京都多摩市一ノ宮1-18-8,,35.652962,139.441695,042-338-6883,,2,?,,,1975-02-06,,,,年に一度特別公開あり,,,鎌倉末期と江戸初期に造られた、ヒノキ材、寄木造りの木像。,"Wooden cypress wood, parquet made wooden statue made at the end of Kamakura and early Edo period.",古い方の１?は、総高74.5㎝。1319年（元応元年）因幡法橋応円の作であり、小野神社造立当初からこの社に安置されていたものと考えられる。その後、1628年（寛永5年）鎌倉仏師大弐宗慶により修復された際に、新しい１?（総高52.3㎝）も制作されたと考えられる。どちらも檜材、寄木造、胡粉地に彩色が施され、頭部は挿首、玉眼。,"One older one is 74.5 cm in total height. It is the work of 1319 Inaba Hokkyo Ouen, which is considered to have been placed in this company from the beginning of Onojinja. After that, when it was repaired by Kamakura Buddhist Daini Soukei in 1628, a new 1 body (total height 52.3 cm) was also thought to be produced. Both are cypress wood, wooden parquet, painted in hu powder ground, the head is inserted, the eyes.",http://www.city.tama.lg.jp/0000003429.html,
132241,0000000020,東京都,多摩市,稲荷塚古墳,イナリヅカコフン,,Inarizuka　Tomb　Mound,都指定史跡,その他,恋路稲荷神社,東京都多摩市百草1140-1外,,35.63857,139.434726,042-338-6883,,1,,,,1953-06-19,,,,,,,全長約38ｍの、全国でも珍しい八角形の古墳。,,多摩地域で墳丘が残る数少ない古墳の一つで、築造された年代は7世紀前半と推定されている。,,http://www.city.tama.lg.jp/0000003429.html,
132241,0000000021,東京都,多摩市,霞ノ関南木戸柵跡,カスミノセキミナミキドサクアト,,Remains of Fence with Wooden Gate at Kasuminoseki Minami,都指定史跡,その他,熊野神社,東京都多摩市関戸5-35-5,,35.640982,139.449667,042-338-6883,,1,,,,1961-01-31,月火水木金土日,00:00,23:59,,,,鎌倉時代に設置された関所の南木戸の柵跡。,The ruins of the Minami Kido building  set up during the Kamakura period.,鎌倉時代の1213年（建暦三年）、鎌倉街道に設置された関所の南木戸の柵跡。昭和35年に発掘調査で発見され、現在、熊野神社境内内参道に平行し16カ所、柵柱跡が復元されている。,"In the Kamakura period in 1213, the ruins of Minami Kido in the Kamakura Kaido street. It was discovered in excavation survey in 1960, and now 16 places of pavement column are restored in parallel with the approaching path inside Kumano shrine grounds.",http://www.city.tama.lg.jp/0000003429.html,
132241,0000000022,東京都,多摩市,多摩ニュータウンNo.57遺跡,タマニュータウンナンバーゴジュウナナイセキ,,,都指定史跡,その他,東京都埋蔵文化財センター,東京都多摩市落合1-14-2,,35.626356,139.428965,042-338-6883,,1,,,,1989-03-24,月火水木金土日,09:30,17:00,"11月から2月までは16：30まで。
休館日：年末年始（12/29～1/3）、展示替えによる休館あり",,,縄文時代前期・中期を中心とする集落遺跡。,Village ruins centered on the early and middle periods of the Jomon period.,多摩丘陵における縄文時代前期前半（約6000年前）と、中期後半（約4500年前）の典型的な集落遺跡の一つ。昭和45年に行われた発掘調査により、縄文時代前期前半の竪穴住居跡２軒、中期後半の竪穴住居跡8軒が発見された。,"One of the typical settlements in the Tama Hills in the first half of the Jomon Period (about 6000 years ago) and the latter half of the middle period (about 4500 years ago). According to the excavation study conducted in 1945, 2 pit dwelling sites in the first half of the early period of the Jomon period and 8 pit dwelling sites in the second half of the middle period were discovered.",http://www.city.tama.lg.jp/0000003429.html,
132241,0000000023,東京都,多摩市,平久保のシイ,ビリクボノシイ,,,都指定天然記念物,その他,平久保公園,東京都多摩市落合4-22,,35.611853,139.428869,042-338-6883,,2,本,,,1961-01-31,月火水木金土日,00:00,23:59,,,,,,推定樹齢500～600年、高さ約25ｍ、目どおり約5.9ｍ。都内でも有数の巨樹。,"Estimated age 500 to 600 years, height about 25 m, about 5.9 m as expected. One of the biggest trees in Tokyo.",http://www.city.tama.lg.jp/0000003429.html,
132241,0000000024,東京都,多摩市,川井家住宅主屋,カワイケジュウタクシュオク,,Main House of KAWAI Family,国登録有形文化財,建造物,,東京都多摩市鶴牧2-22-2他,,35.618368,139.415287,,,1,棟,,個人,2020-04-03,,,,,,,,,建設年代は明治18年頃。鶴牧西公園に隣接するもと名主宅。市街化著しい多摩地域に残る貴重な大型養蚕農家。,"The house , adjacent to TSURUMAKI West Park, was built as a house of headman of village in c.1885. This is precious as a house of big silk-raising farm family in Tama area, where urbanization is higly progressing.",http://www.city.tama.lg.jp/0000003429.html,
132241,0000000025,東京都,多摩市,旧川井家住宅土蔵,キュウカワイケジュウタクドゾウ,,Warehouse of Old KAWAI Family,国登録有形文化財,建造物,鶴牧西公園,東京都多摩市鶴牧2-22-6,,35.618255,139.415426,,,1,棟,,多摩市教育委員会,2020-04-03,月火水木金土日,00:00,23:59,,,,,,建設年代は大正後期（推定）。川井家住宅主屋の南東に建つ二階建ての土蔵。,"The warehouse, which has two stories and stands southeast of the main house, is estimated to be built in The aisho period.  ",http://www.city.tama.lg.jp/0000003429.html,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
