全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像ライセンス,備考
42099,BB0420990011,宮城県多賀城市,宮城県田柄貝塚出土品,ミヤギケンタガラカイヅカシュツドヒン,,,国指定重要文化財,,東北歴史博物館,42099,,宮城県多賀城市高崎１丁目２２-１,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,,,,宮城県,1998/6/30,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990012,宮城県多賀城市,遮光器土偶,シャコウキドグウ,,,県指定重要文化財,,東北歴史博物館,42099,,宮城県多賀城市高崎１丁目２２-１,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,1,,,宮城県,1998/12/4,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990013,宮城県多賀城市,顔面付き角製簪,ガンメンツキツノセイカンザシ,,,県指定考古資料,,東北歴史博物館,42099,,宮城県多賀城市高崎１丁目２２-１,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,1,,,宮城県,1998/12/4,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990014,宮城県多賀城市,角偶,カクグウ,,,県指定考古資料,,東北歴史博物館,42099,,宮城県多賀城市高崎１丁目２２-１,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,1,,,宮城県,1998/12/4,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990015,宮城県多賀城市,宮城県里浜貝塚出土品,ミヤギケンサトハマカイヅカシュツドヒン,,,国指定重要文化財,,東北歴史博物館,42099,,宮城県多賀城市高崎１丁目２２-１,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,,,,宮城県,2000/6/27,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990016,宮城県多賀城市,弘安の碑,コウアンノヒ,,,市指定史跡,,多賀城市高崎２丁目,42099,,宮城県多賀城市高崎２丁目,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,1,基,,多賀城市,2001/11/1,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990017,宮城県多賀城市,菊池家文書,キクチケモンジョ,,,市指定古文書,,多賀城市埋蔵文化財センター,42099,,宮城県多賀城市中央２丁目２７-１,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,,,,個人,2005/11/1,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990018,宮城県多賀城市,「観音寺」銘墨書土器,「カンノンジ」メイボクショドキ,,,市指定考古資料,,多賀城市埋蔵文化財センター,42099,,宮城県多賀城市中央２丁目２７-１,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,1,箇,,多賀城市,2005/11/1,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990019,宮城県多賀城市,題箋軸木簡,ダイセンジクモッカン,,,市指定考古資料,,多賀城市埋蔵文化財センター,42099,,宮城県多賀城市中央２丁目２７-１,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,1,枚,,多賀城市,2005/11/1,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990020,宮城県多賀城市,陸奥国戸籍関係漆紙文書,ムツコクコセキカンケイウルシガミモンジョ,,,市指定考古資料,,多賀城市埋蔵文化財センター,42099,,宮城県多賀城市中央２丁目２７-１,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,3,点,,多賀城市,2005/11/1,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990021,宮城県多賀城市,壺鐙,ツボアブミ,,,市指定考古資料,,多賀城市埋蔵文化財センター,42099,,宮城県多賀城市中央２丁目２７-１,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,1,点,,多賀城市,2005/11/1,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990022,宮城県多賀城市,横笛,ヨコブエ,,,市指定考古資料,,多賀城市埋蔵文化財センター,42099,,宮城県多賀城市中央２丁目２７-１,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,1,管,,多賀城市,2005/11/1,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990023,宮城県多賀城市,刀,カタナ,,,市指定考古資料,,多賀城市埋蔵文化財センター,42099,,宮城県多賀城市中央２丁目２７-１,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,1,口,,多賀城市,2005/11/1,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990024,宮城県多賀城市,天童家文書,テンドウケモンジョ,,,市指定古文書,,多賀城市埋蔵文化財センター,42099,,宮城県多賀城市中央２丁目２７-１,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,767,点,,多賀城市;個人,2012/7/1,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990025,宮城県多賀城市,多賀城跡出土木簡,タガジョウアトシュツドモッカン,,,国指定重要文化財,,東北歴史博物館,42099,,宮城県多賀城市高崎１丁目２２-１,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,303,点,,宮城県,2014/2/25,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990026,宮城県多賀城市,おくのほそ道の風景地　壷碑　興井　末の松山,オクノホソミチフウケイチ　ツボノヒ　オキノイ　スエノマツヤマ,,,特別名勝;天然記念物,,多賀城市内,42099,,宮城県多賀城市市川字田屋場地内,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,,,,多賀城市;国有地,2014/10/6,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990027,宮城県多賀城市,多賀城跡出土漆紙文書,タガジョウアトシュツドウルシガミモンジョ,,,国指定重要文化財,,東北歴史博物館,42099,,宮城県多賀城市高崎１丁目２２-１,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,92,点,,宮城県,2022/3/22,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990028,宮城県多賀城市,宮城県多賀城跡出土品,ミヤギケンタガジョウアトシュツドヒン,,,国指定重要文化財,,東北歴史博物館,42099,,宮城県多賀城市高崎１丁目２２-２,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,,,,宮城県,,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990029,宮城県多賀城市,多賀城関連遺跡群出土漆紙文書,タガジョウカンレンイセキグンシュツドウルシガミモンジョ,,,国指定重要文化財,,多賀城市埋蔵文化財センター,42099,,宮城県多賀城市中央２丁目２７-１,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,,,,宮城県,,,,,,,,,,,,,,,,,,,,,,,,
42099,BB0420990030,宮城県多賀城市,多賀城関連遺跡出土木簡,タガジョウカンレンイセキシュツドモッカン,,,国指定重要文化財,,多賀城市埋蔵文化財センター,42099,,宮城県多賀城市中央２丁目２７-２,宮城県,多賀城市,,,,,,,,022-368-5094,,bunkazai@city.tagajo.miyagi.jp,,,,,,,宮城県,,,,,,,,,,,,,,,,,,,,,,,,
