全国地方公共団体コード	ID	地方公共団体名	名称	名称_カナ	名称_通称	名称_英語	文化財分類	種類	場所名称	所在地_全国地方公共団体コード	町字ID	所在地_連結表記	所在地_都道府県	所在地_市区町村	所在地_町字	所在地_番地以下	建物名等(方書)	緯度	経度	高度の種別	高度の値	電話番号	内線番号	連絡先メールアドレス	連絡先FormURL	連絡先備考（その他、SNSなど）	郵便番号	員数（数）	員数（単位）	法人番号	所有者等	文化財指定日	利用可能曜日	開始時間	終了時間	利用可能日時特記事項	画像	画像_ライセンス	概要	概要_英語	説明	説明_英語	URL	備考	優先駐車場	オストメイト対応トイレ	授乳室	おむつ替えコーナー	飲食可否	ベビーカー貸出	ベビーカー利用	URL	画像	画像ライセンス	備考
42021		宮城県石巻市	多福院板碑群	タフクインイタビグン		Tafukuin Stone Monuments	市指定有形文化財	建造物	多福院	42021		宮城県石巻市吉野町一丁目	宮城県	石巻市	吉野町一丁目							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				多福院	1975/6/1																							
42021		宮城県石巻市	平塚ツナ家文書	ヒラツカツナケモンジョ		Hiratsuka Tsuna Trade Document	市指定有形文化財	美術工芸品	石巻市博物館	42021		宮城県石巻市開成1-8	宮城県	石巻市	開成	1月8日	マルホンまきあーとテラス内	38.459161	141.306034			(0225)98-4831		culcenter@city.ishinomaki.lg.jp		X:@icm_gakugei、Facebook：https://www.facebook.com/ishinomaki.city.museum/、Instagram：＠icm_ishinomakimuseum	9860032				石巻市	1976-06-01;1977-04-01	火水木金土日	9:00	17:00	最終入館16:30。月曜日祝日の場合は翌日休館。12/28～1/4休館。							https://ishinomaki-fukugo.net/makiart/		有	無	有	有	無	有	有				飲食可否：共有スペースは可、博物館内は不可
42021		宮城県石巻市	旧石巻ハリストス正教会教会堂	キュウイシノマキハリストスセイキョウカイキョウカイドウ		Former Ishinomaki Orthodox Church	市指定有形文化財	建造物		42021		宮城県石巻市中瀬3-18	宮城県	石巻市	中瀬	3月18日		38.42907	141.311168			(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				石巻市	1980/12/20	月水木金土日	9:00	17:00	12:00-13:00閉館、11月から3月は閉館時間16：00。									無	無	無	無	無	無	無				
42021		宮城県石巻市	潮音	チョウオン		Sound of the Sea	市指定有形文化財	美術工芸品	石巻市博物館	42021		宮城県石巻市開成1-8	宮城県	石巻市	開成	1月8日	マルホンまきあーとテラス内	38.459161	141.306034			(0225)98-4831		culcenter@city.ishinomaki.lg.jp		X:@icm_gakugei、Facebook：https://www.facebook.com/ishinomaki.city.museum/、Instagram：＠icm_ishinomakimuseum	9860032				石巻市	1980/12/20	火水木金土日	9:00	17:00	最終入館16:30。月曜日祝日の場合は翌日休館。12/28～1/4休館。							https://ishinomaki-fukugo.net/makiart/		有	無	有	有	無	有	有				飲食可否：共有スペースは可、博物館内は不可
42021		宮城県石巻市	イチョウ（吉祥寺）	イチョウ（キッショウジ）		Gingko Tree (Kissho-ji Temple)	市指定天然記念物		吉祥寺	42021		宮城県石巻市高木字寺前	宮城県	石巻市	高木字寺前							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				吉祥寺	1980/12/20																							
42021		宮城県石巻市	イチョウ（龍泉院）	イチョウ（リュウセンイン）		Gingko Tree (Ryusen-in Temple)	市指定天然記念物		龍泉院	42021		宮城県石巻市水沼字天似	宮城県	石巻市	水沼字天似							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				龍泉院	1980/12/20																							
42021		宮城県石巻市	葛西椀	カサイワン		Kasai Lacquerware Bowls	市指定有形文化財	美術工芸品	龍洞院	42021		宮城県石巻市大瓜字棚橋	宮城県	石巻市	大瓜字棚橋							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				龍洞院	1981/5/18																							
42021		宮城県石巻市	黒潮閑日	クロシオカンジツ		Kuroshio Leisure Day	市指定有形文化財	美術工芸品	石巻市博物館	42021		宮城県石巻市開成1-8	宮城県	石巻市	開成	1月8日	マルホンまきあーとテラス内	38.459161	141.306034			(0225)98-4831		culcenter@city.ishinomaki.lg.jp		X:@icm_gakugei、Facebook：https://www.facebook.com/ishinomaki.city.museum/、Instagram：＠icm_ishinomakimuseum	9860032				石巻市	1981/5/18	火水木金土日	9:00	17:00	最終入館16:30。月曜日祝日の場合は翌日休館。12/28～1/4休館。							https://ishinomaki-fukugo.net/makiart/		有	無	有	有	無	有	有				飲食可否：共有スペースは可、博物館内は不可
42021		宮城県石巻市	渡波獅子風流	ワタノハシシフリ		Watanoha Lion Dance	市指定無形民俗文化財	芸能		42021		宮城県石巻市渡波	宮城県	石巻市	渡波							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				石巻市渡波獅子風流保存会	1981/12/19																							
42021		宮城県石巻市	漁夫像	ギョフゾウ		Fisherman	市指定有形文化財	美術工芸品	石巻市博物館	42021		宮城県石巻市開成1-8	宮城県	石巻市	開成	1月8日	マルホンまきあーとテラス内	38.459161	141.306034			(0225)98-4831		culcenter@city.ishinomaki.lg.jp		X:@icm_gakugei、Facebook：https://www.facebook.com/ishinomaki.city.museum/、Instagram：＠icm_ishinomakimuseum	9860032				石巻市	1982/12/15	火水木金土日	9:00	17:00	最終入館16:30。月曜日祝日の場合は翌日休館。12/28～1/4休館。							https://ishinomaki-fukugo.net/makiart/		有	無	有	有	無	有	有				飲食可否：共有スペースは可、博物館内は不可
42021		宮城県石巻市	宝筺印塔	ホウキョウイントウ		Hokyointo Stone Pagoda	市指定有形文化財	建造物	零羊崎神社	42021		宮城県石巻市湊字牧山	宮城県	石巻市	湊字牧山							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				零羊崎神社	1986/12/1																							
42021		宮城県石巻市	相輪塔	ソウリントウ		Sorinto Stone Pagoda	市指定有形文化財	建造物	零羊崎神社	42021		宮城県石巻市湊字牧山	宮城県	石巻市	湊字牧山							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				零羊崎神社	1986/12/1																							
42021		宮城県石巻市	零羊崎神社奉納絵馬「白馬の図」	ヒツジザキジンジャホウノウエマ「ハクバノズ」		"Hitsujizaki Shrine Ema Offering ""White Horse"""	市指定有形文化財	美術工芸品	零羊崎神社	42021		宮城県石巻市湊字牧山	宮城県	石巻市	湊字牧山							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				零羊崎神社	1986/12/1																							
42021		宮城県石巻市	零羊崎神社奉納絵馬「黒馬の図」	ヒツジザキジンジャホウノウエマ「クロウマノズ」		"Hitsujizaki Shrine Ema Offering ""Black Horse"""	市指定有形文化財	美術工芸品	零羊崎神社	42021		宮城県石巻市湊字牧山	宮城県	石巻市	湊字牧山							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				零羊崎神社	1986/12/1																							
42021		宮城県石巻市	長禅寺「扁額」	チョウゼンジ「ヘンガク」		Chozenji Temple Name Plate	市指定有形文化財	美術工芸品	零羊崎神社	42021		宮城県石巻市湊字牧山	宮城県	石巻市	湊字牧山							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				零羊崎神社	1986/12/1																							
42021		宮城県石巻市	銅造菩薩立像	ドウゾウボサツリュウゾウ		Bronze Bodhisattva Standing Statue 	市指定有形文化財	美術工芸品	洞源院	42021		宮城県石巻市渡波字仁田山	宮城県	石巻市	渡波字仁田山							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				洞源院	1989/7/31																							
42021		宮城県石巻市	銅造薬師如来立像	ドウゾウヤクシニョライリュウゾウ		Bronze Yakushi Nyorai Standing Statue	市指定有形文化財	美術工芸品		42021		宮城県石巻市高木	宮城県	石巻市	高木							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				個人	1989/7/31																							
42021		宮城県石巻市	銅造観音菩薩立像	ドウゾウカンノンボサツリュウゾウ		Bronze Kannon Bodhisattva Standing Statue	市指定有形文化財	美術工芸品		42021		宮城県石巻市高木	宮城県	石巻市	高木							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				個人	1989/7/31																							
42021		宮城県石巻市	銅造阿弥陀如来立像	ドウゾウアミダニョライリュウゾウ		Bronze Amida Nyorai Standing Statue	市指定有形文化財	美術工芸品		42021		宮城県石巻市高木	宮城県	石巻市	高木							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				個人	1989/7/31																							
42021		宮城県石巻市	木造観音菩薩坐像	モクゾウカンノンボサツザゾウ		Wooden Kannon Bodhisattva Sitting Statue	市指定有形文化財	美術工芸品	永巌寺	42021		宮城県石巻市羽黒町一丁目	宮城県	石巻市	羽黒町一丁目							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				永巌寺	1989/7/31																							
42021		宮城県石巻市	木造薬師如来坐像	モクゾウヤクシニョライザゾウ		Wooden Yakushi Nyorai Sitting Statue	市指定有形文化財	美術工芸品	長谷寺	42021		宮城県石巻市真野字萱原	宮城県	石巻市	真野字萱原							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				長谷寺	1989/7/31																							
42021		宮城県石巻市	渡波塩田つぼ打ち唄	ワタノハエンデンツボウチウタ		Watanoha Saltpan Work Song	市指定無形民俗文化財	芸能		42021		宮城県石巻市流留	宮城県	石巻市	流留							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				渡波塩田つぼ打ち保存会	1992/6/1																							
42021		宮城県石巻市	木造和船（江島サッパ）付属道具9点付き	モクゾウワセン（エノシマサッパ）フゾクドウグキュウテンツキ		Wooden Japanese Boat (Enoshima Sappa) 9 attached tools	市指定民俗文化財		石巻市博物館	42021		宮城県石巻市開成1-8	宮城県	石巻市	開成	1月8日	マルホンまきあーとテラス内	38.459161	141.306034			(0225)98-4831		culcenter@city.ishinomaki.lg.jp		X:@icm_gakugei、Facebook：https://www.facebook.com/ishinomaki.city.museum/、Instagram：＠icm_ishinomakimuseum	9860032				石巻市	2000/3/1	火水木金土日	9:00	17:00	最終入館16:30。月曜日祝日の場合は翌日休館。12/28～1/4休館。							https://ishinomaki-fukugo.net/makiart/		有	無	有	有	無	有	有				飲食可否：共有スペースは可、博物館内は不可
42021		宮城県石巻市	金華山道道標常夜燈	キンカサンドウドウヒョウジョウヤトウ		Kinkasan Road All-night Streetlamp	市指定有形文化財	建造物		42021		宮城県石巻市渡波字祝田	宮城県	石巻市	渡波字祝田							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				石巻市	2000/3/1																							
42021		宮城県石巻市	牡鹿半島・北上川下流域の木造和船	オシカハントウ・キタカミガワカリュウイキノモクゾウワセン		Wooden Japanese Boats of the Oshika Peninsula and Kitakami River	市指定民俗文化財			42021		宮城県石巻市	宮城県	石巻市								(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				石巻市	2002/10/1																							
42021		宮城県石巻市	毛利コレクション（灯火具、古鏡、矢立、根付、袋物、狩猟具、化粧道具、喫煙具、アイヌ資料）	モウリコレクション（トウカグ、コキョウ、ヤタテ、ネツケ、フクロモノ、シュリョウグ、ケショウドウグ、キツエング、アイヌシリョウ）		Mori Collection	市指定有形文化財	美術工芸品	石巻市博物館	42021		宮城県石巻市開成1-8	宮城県	石巻市	開成	1月8日	マルホンまきあーとテラス内	38.459161	141.306034			(0225)98-4831		culcenter@city.ishinomaki.lg.jp		X:@icm_gakugei、Facebook：https://www.facebook.com/ishinomaki.city.museum/、Instagram：＠icm_ishinomakimuseum	9860032				石巻市	2003/11/1	火水木金土日	9:00	17:00	最終入館16:30。月曜日祝日の場合は翌日休館。12/28～1/4休館。							https://ishinomaki-fukugo.net/makiart/		有	無	有	有	無	有	有				飲食可否：共有スペースは可、博物館内は不可
42021		宮城県石巻市	福地法印神楽	フクジホウインカグラ		Fukuji Hoin Kagura	市指定無形民俗文化財	芸能		42021		宮城県石巻市福地	宮城県	石巻市	福地							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				福地法印神楽保存会	1982/8/1																							
42021		宮城県石巻市	釜谷長面尾の崎法印神楽	カマヤナガツラオノサキホウインカグラ		Kamaya Nagatsurao-no-Saki Hoin Kagura	市指定無形民俗文化財	芸能		42021		宮城県石巻市尾崎	宮城県	石巻市	尾崎							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				釜谷長面尾の崎法印神楽保存会	1983/3/1																							
42021		宮城県石巻市	後谷地法印神楽	ウシロヤチホウインカグラ		Ushiroyachi Hoin Kagura	市指定無形民俗文化財	芸能		42021		宮城県石巻市小船越舟形	宮城県	石巻市	小船越舟形							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				後谷地法印神楽保存会	1987/1/20																							
42021		宮城県石巻市	飯野川法印神楽	イイノカワホウインカグラ		Iinokawa Hoin Kagura	市指定無形民俗文化財	芸能		42021		宮城県石巻市飯野字岩崎	宮城県	石巻市	飯野字岩崎							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				飯野川法印神楽保存会	1987/1/20																							
42021		宮城県石巻市	相川南部神楽	アイカワナンブカグラ		Aikawa Nanbu Kagura	市指定無形民俗文化財	芸能		42021		宮城県石巻市北上町十三浜字相川	宮城県	石巻市	北上町十三浜字相川							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				相川南部神楽保存会	1982/8/1																							
42021		宮城県石巻市	長塩谷南部神楽	ナガシオヤナンブカグラ		Nagashioya Nanbu Kagura	市指定無形民俗文化財	芸能		42021		宮城県石巻市北上町十三浜字長塩谷	宮城県	石巻市	北上町十三浜字長塩谷							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				長塩谷南部神楽保存会	1982/8/1																							
42021		宮城県石巻市	大室南部神楽	オオムロナンブカグラ		Omuro Nanbu Kagura	市指定無形民俗文化財	芸能		42021		宮城県石巻市北上町十三浜字大室	宮城県	石巻市	北上町十三浜字大室							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				大室南部神楽保存会	1982/8/1																							
42021		宮城県石巻市	女川法印神楽	オナガワホウインカグラ		Onagawa Hoin Kagura	市指定無形民俗文化財	芸能		42021		宮城県石巻市北上町女川字中田	宮城県	石巻市	北上町女川字中田							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				女川法印神楽保存会	1983/3/1																							
42021		宮城県石巻市	天雄寺観音堂	テンユウジカンノンドウ		Tenyu-ji Kannon-do Temple	市指定有形文化財	建造物	天雄寺	42021		宮城県石巻市雄勝町雄勝字寺	宮城県	石巻市	雄勝町雄勝字寺							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				天雄寺	1977/10/22																							
42021		宮城県石巻市	瀧泉院観音堂	リュウセンインカンノンドウ		Ryusen-in Kannon-do Temple	市指定有形文化財	建造物	瀧泉院	42021		宮城県石巻市雄勝町船越字清水	宮城県	石巻市	雄勝町船越字清水							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				瀧泉院	1977/10/22																							
42021		宮城県石巻市	雄勝荒魚流化石群及び魚竜化石	オガツアラギョリュウカセキグンオヨビギョリュウカセキ		Ogatsu Hoin Kagura	市指定天然記念物			42021		宮城県石巻市雄勝町船越字荒	宮城県	石巻市	雄勝町船越字荒							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				船越区	1983/2/24																							
42021		宮城県石巻市	龍澤寺杉並木	リュウタクジスギナミキ		Ogatsu Ara Ichthyosaur Fossils	市指定天然記念物		龍澤寺	42021		宮城県石巻市雄勝町立浜字寺下	宮城県	石巻市	雄勝町立浜字寺下							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				龍澤寺	2003/1/23																							
42021		宮城県石巻市	河南鹿嶋ばやし	カナンカシマバヤシ		Kanan Kashima Festival Band	市指定無形民俗文化財	芸能		42021		宮城県石巻市広渕	宮城県	石巻市	広渕							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				河南鹿嶋ばやし保存会	1999/12/16																							
42021		宮城県石巻市	大沢南部神楽	オオサワナンブカグラ		Osawa Nanbu Kagura	市指定無形民俗文化財	芸能		42021		宮城県石巻市北村	宮城県	石巻市	北村							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				大沢南部神楽保存会	1999/12/16																							
42021		宮城県石巻市	和渕法印神楽	ワブチホウインカグラ		Wabuchi Hoin Kagura	市指定無形民俗文化財	芸能		42021		宮城県石巻市和渕	宮城県	石巻市	和渕							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				和渕法印神楽保存会	1999/12/16																							
42021		宮城県石巻市	鹿又法印神楽	カノマタホウインカグラ		Kanomata Hoin Kagura	市指定無形民俗文化財	芸能		42021		宮城県石巻市鹿又	宮城県	石巻市	鹿又							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				鹿又法印神楽保存愛	1999/12/16																							
42021		宮城県石巻市	須江獅子舞	スエシシマイ		Sue Lion Dance	市指定無形民俗文化財	芸能		42021		宮城県石巻市須江	宮城県	石巻市	須江							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				須江獅子舞保存会	1999/12/16																							
42021		宮城県石巻市	神取給人町法印神楽	カンドリキュウニンマチホウインカグラ		Kandori Kyuninmachi Hoin Kagura	市指定無形民俗文化財	芸能		42021		宮城県石巻市桃生町神取給人町	宮城県	石巻市	桃生町神取給人町							(0225)95-1111	5056	islstudy@city.ishinomaki.lg.jp			9868501				神取給人町保存会	2004/2/2																							
