都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
042072,0000000017,宮城県,名取市,名取大塚山古墳,ナトリオオツカヤマコフン,,,市指定記念物,史跡(古墳）,,名取市愛島笠島字北台143､144外,,38.159447,140.85155,,,1,基,,名取市､一部民有地,1990-03-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000018,宮城県,名取市,高舘城跡,タカダテジョウアト,,,市指定記念物,史跡(古墳）,,名取市高舘吉田字西真坂,,38.19191,140.838675,,,1,,,民有地､一部名取市,1990-03-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000019,宮城県,名取市,笠島廃寺跡,カサシマハイジアト,,,市指定記念物,史跡(寺院跡）,,名取市愛島笠島字西台32,,38.159974,140.846776,,,1,,,民有地,1966-03-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000020,宮城県,名取市,衣笠の松,キヌガサノマツ,,,市指定記念物,天然記念物,,名取市増田二丁目2-1,,38.171832,140.886065,022-724-7176,,1,本,8000020042072,名取市,1966-03-31,月火水木金土日,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000021,宮城県,名取市,耕龍寺山門,コウリュウジサンモン,,,市指定有形文化財,建造物,耕龍寺,名取市増田字北谷157,,38.174422,140.892883,,,1,,9370805000018,耕龍寺,1990-03-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000022,宮城県,名取市,東光寺石造宝篋印塔,トウコウジセキゾウホウキョウイントウ,,,市指定有形文化財,建造物,東光寺,名取市下増田字丁地233,,38.16523,140.905044,,,1,基,4370805000030,東光寺,1990-03-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000023,宮城県,名取市,新宮寺文殊菩薩像,シングウジモンジュボサツゾウ,,,市指定有形文化財,美術工芸品（彫刻）,熊野新宮寺,名取市高舘熊野堂字岩口中35,,38.202686,140.842366,,,1,体,5370805000021,熊野新宮寺,1990-03-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000024,宮城県,名取市,新宮寺一切経,シングウジイッサイキョウ,,,市指定有形文化財,美術工芸品（典籍）,熊野新宮寺,名取市高舘熊野堂字岩口中35,,38.202686,140.842366,,,411,巻,5370805000021,熊野新宮寺,1972-12-15,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000025,宮城県,名取市,十三塚遺跡出土弥生土器,ジュウサヅカイセキシュツドヤヨイドキ,,,市指定有形文化財,美術工芸品(考古資料),名取市歴史民俗資料館,名取市増田一丁目7-37,,38.165445,140.887915,022-724-7935,,1,点,8000020042072,名取市,1990-03-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000026,宮城県,名取市,雷神山古墳出土遺物,ライジンヤマコフンシュツドイブツ,,,市指定有形文化財,美術工芸品(考古資料),名取市歴史民俗資料館,名取市増田一丁目7-37,,38.165445,140.887915,022-724-7935,,12,点,8000020042072,名取市,1990-03-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000027,宮城県,名取市,名取熊野堂大館跡出土遺物,ナトリクマノドウオオダテアトシュツドイブツ,,,市指定有形文化財,美術工芸品(考古資料),名取市歴史民俗資料館,名取市増田一丁目7-37,,38.165445,140.887915,022-724-7935,,7,点,8000020042072,名取市,1990-03-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000028,宮城県,名取市,熊野神社文書,クマノジンジャモンジョ,,,市指定有形文化財,美術工芸品（古文書）,熊野神社,名取市高舘熊野堂字岩口上51,,38.204241,140.846765,,,65,点,1370805000041,熊野神社,1990-03-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000029,宮城県,名取市,熊野堂村御検地帳,クマノドウムラゴケンチチョウ,,,市指定有形文化財,美術工芸品（歴史資料）,名取市歴史民俗資料館,名取市増田一丁目7-37,,38.165445,140.887915,022-724-7935,,7,冊,8000020042072,名取市,1990-03-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000030,宮城県,名取市,吉田村御検地帳,ヨシダムラゴケンチチョウ,,,市指定有形文化財,美術工芸品（歴史資料）,名取市歴史民俗資料館,名取市増田一丁目7-37,,38.165445,140.887915,022-724-7935,,9,冊,8000020042072,名取市,1990-03-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000031,宮城県,名取市,上増田村御検地帳,カミマスダムラゴケンチチョウ,,,市指定有形文化財,美術工芸品（歴史資料）,名取市歴史民俗資料館,名取市増田一丁目7-37,,38.165445,140.887915,022-724-7935,,5,冊,8000020042072,名取市,1990-03-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000032,宮城県,名取市,田高村御検地帳,タコウムラゴケンチチョウ,,,市指定有形文化財,美術工芸品（歴史資料）,名取市歴史民俗資料館,名取市増田一丁目7-37,,38.165445,140.887915,022-724-7935,,4,冊,8000020042072,名取市,1990-03-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000033,宮城県,名取市,釜神様,カマガミサマ,,,市指定民俗文化財,有形民俗文化財,名取市歴史民俗資料館,名取市増田一丁目7-37,,38.165445,140.887915,022-724-7935,,1,,8000020042072,名取市,1990-03-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000034,宮城県,名取市,熊野堂十二神鹿踊,クマノドウジュウニジンシシオドリ,,,市指定民俗文化財,無形民俗文化財(民俗芸能),熊野本宮社,名取市高舘熊野堂字五反田34,,38.208062,140.836873,,,1,,,熊野堂十二神鹿踊保存会,1972-12-15,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000035,宮城県,名取市,花町神楽,ハナマチカグラ,,,市指定民俗文化財,無形民俗文化財(民俗芸能),,館腰地域,,,,,,1,,,花町神楽保存会,1972-12-15,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000036,宮城県,名取市,今熊野神社付属神楽,イマクマノジンジャフゾクカグラ,,,市指定民俗文化財,無形民俗文化財(民俗芸能),今熊野神社,名取市高舘川上字北台8,,38.177966,140.854436,,,1,,,今熊野神社付属神楽保存会,1990-03-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000037,宮城県,名取市,閖上大漁唄込み踊,ユリアゲタイリョウウタイコミオドリ,,,市指定民俗文化財,無形民俗文化財(民俗芸能),,閖上地域,,,,,,1,,,閖上大漁唄込み踊保存会,1972-12-15,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000038,宮城県,名取市,下増田麦搗き踊,シモマスダムギツキオドリ,,,市指定民俗文化財,無形民俗文化財(民俗芸能),,下増田地域,,,,,,1,,,下増田麦搗き踊保存会,1972-12-15,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
042072,0000000039,宮城県,名取市,手倉田枡取り舞,テクラダマストリマイ,,,市指定民俗文化財,無形民俗文化財(民俗芸能),,手倉田地域,,,,,,1,,,手倉田枡取り舞保存会,2007-01-31,,,,,,,,,,,https://www.city.natori.miyagi.jp/site/bunkazai/4543.html,
