全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像ライセンス,備考
042030,11,宮城県塩竈市,カマ神,カマガミ,,Kama God,県指定 有形民俗文化財,有形の民俗文化財,鹽竈神社博物館,042030,,宮城県塩竈市一森山1番1号,宮城県,塩竈市,一森山,1番1号,,38.318185 ,141.015150 ,,,022-367-1611,,,https://www.shiogamajinja.jp/,,985-0074,10,体,5370605000304 ,志波彦神社鹽竈神社,1985-05-24,月火水木金土日,8:30,17:00（4月1日～9月末日）、16:00（12月1日～1月末日）,年中無休,,,県指定有形民俗文化財。カマ神は、 宮城・岩手両県の農村地帯の旧家には土や木製の恐ろしい顔の面が竈や柱の上に掲げられています。 これは新築の際、 大工・左官の手によって創られたものといわれ、 眼を大きく開き歯をむき出した黒光りする恐ろしい顔は、 そのまま家の歴史を象徴するかのような威厳を感じさせ、 火や台所を司る神として家の守護神として今なお御神威を発揚されている神です。鹽竈神社所蔵のかま神面十体は、 県内各地域 （登米郡、 桃生郡、 宮城郡、 栗原郡） から広く収集した資料であり、 地域の特徴をもつ優品で、 江戸時代の民俗資料として貴重な文化財です。 （土製５体、 木製５体）　昭和60年５月24日指定。材質・形状：土製。収蔵場所：鹽竈神社博物館　塩竈市一森山1-1,,,,https://shiomo.jp/archives/434,,有,無,無,無,無,無,無,https://www.shiogamajinja.jp/,,,
042030,12,宮城県塩竈市,志波彦神社,シワヒコジンジャ,,Shiwahiko shrine,市指定 有形文化財,建造物　,志波彦神社,042030,,宮城県塩竈市一森山1番1号,宮城県,塩竈市,一森山,1番1号,,38.318950 ,141.013722 ,,,022-367-1611,,,https://www.shiogamajinja.jp/,,985-0074,14,棟,5370605000304 ,志波彦神社鹽竈神社,1963-07-01,月火水木金土日,5:00,20:00,年中無休,,,塩竈市指定・有形文化財。志波彦神社は志波彦神をお祀りしており、 国土開発・殖産とりわけ農耕守護の神として信仰されています。もともと仙台市岩切冠川に鎮座していた延喜式の陸奥国百社の名神大社で、 社地狭隘の為明治７年に鹽竈神社に御遷祀され、 昭和13年社殿完成。明治、 大正、 昭和三代の神社建築の粋を集めた朱と黒漆塗の名社殿です。 昭和38年７月１日指定。年代：1875年。収蔵場所：一森山　鹽竈神社。閲覧可,"Shiwahiko shrine deify Shiwahiko God. It’s believed as a guardian god of agriculture, especially for land development and wealth.Originally, it was a Myoujin Taisya of Engishiki Mutsunokuni Hyakusha enshrined in Kamuri river in Iwakiri, Sendai city. Because the site was narrow, it was moved to Shiogama shrine in Meiji 7 (1874). The shrine moved completely in Showa 13 (1938). It’s a famous shrine used red and black lacquer painting through the three periods of Meiji, Taisyo and Showa.Designated on July 1, 38th year of Showa (1963).",,,https://shiomo.jp/archives/406,,有,無,無,無,無,無,無,https://www.shiogamajinja.jp/,,,
042030,13,宮城県塩竈市,桂島貝塚,カツラシマカイヅカ,,Katsura island shell mound,市指定 史跡,遺跡,浦戸桂島字台,042030,,宮城県塩竈市浦戸桂島字台,宮城県,塩竈市,浦戸桂島字台,,,38.335131 ,141.095526 ,,,,,,,,,,,,,1969-09-18,,,,,,,塩竈市指定・史跡。浦戸地区に分布する37所の貝塚のうち、 船入島貝塚と並んでその原形を示す貝塚です。 所在地は桂島の浦戸第二小学校の近くで、 出土物 （縄文土器、 石器、 骨角器） により、 縄文前期から中期のものと推定されています。 昭和44年９月18日指定。年代：縄文前期-中期。材質・形状：貝塚。収蔵場所：宮城県塩竈市　桂島。閲覧可,"37 shell mounds are distributed over Urato district. The Kastura island shell mound as well as the Funairi island shell mound show the original form. It’s located near Urato second elementary school. Studies of the earthenware, such as straw-rope patterned potteries and stone, bone and horn implements, have produced estimates that the mound was built from the early to the mid Jomon period.Designated on September 18th, 44th year of Showa (1969).",,,https://shiomo.jp/archives/2809,,,,,,,,,,,,
042030,14,宮城県塩竈市,老杉（御神木）,ロウサン（ゴシンボク）,,Rousan: Sacred tree,市指定 天然記念物,植物,鹽竈神社境内,042030,,宮城県塩竈市一森山1番1号,宮城県,塩竈市,一森山,1番1号,,38.318461 ,141.012164 ,,,022-367-1611,,,https://www.shiogamajinja.jp/,,985-0074,1,本,5370605000304 ,志波彦神社鹽竈神社,1976-10-01,月火水木金土日,5:00,20:00,年中無休,,,塩竈市指定･天然記念物。鹽竈神社楼門の向かって左側に御神木があり、 樹令600年と推定されます。 樹高31、 胸高直径1.8、 胸高周囲6.1、 根幹境界部周囲9.1、 枝張南北に15、 東西13.3、 樹形は直幹で、 末梢５～６枝は破損し、 生長は停止していますが、 樹勢は変わらず樹姿は優美です。 （昭和51年10月１日指定）。収蔵場所：宮城県塩竈市一森山1-1　鹽竈神社。閲覧可,"Rousan is an old cedar tree estimated to be 600 years old, located on the left side of the two-story gate of Shiogama shrine. It is 31m in height, 1.8m in diameter above the trunk, 6.1m in circumference above trunk, 9.1m in circumference close to the roots, [15m spread it’s branches from North to South, from East to West 13.3m]. The trunk is straight and the tip of the five or six branches are damaged. It has stopped growing but its vigorous and beautiful form has never changed.Designated on October 1st, 51st year of Showa (1976).",,,https://shiomo.jp/archives/414,,有,無,無,無,無,無,無,https://www.shiogamajinja.jp/,,,
042030,15,宮城県塩竈市,四口の神釜,ヨンクノシンカマ,,Yonko no Kamigama,県指定 有形民俗文化財,有形の民俗文化財,御釜神社境内,042030,,宮城県塩竈市本町6番１号,宮城県,塩竈市,本町,6番1号,,38.316234 ,141.018038 ,,,022-367-1611,,,https://www.shiogamajinja.jp/,,,4,基,,,1976-10-01,,,,,,,塩竈市指定･有形民俗文化財。鹽竈神社の末社御釜神社に所在し、 往古製塩の業を伝えたといわれる鹽土老翁神の使用した釜に模して、鎌倉時代 （12世紀）と南北朝時代（14世紀）の製作といわれています。これらの神釜には常時潮水が満たされており、藩政時代世の中に異変があればその前兆として水が変色したと伝えられます。（御台釜一口：内径115㎝、 縁厚４㎝、 深さ６㎝　その他三口：内径137㎝、 縁厚4.5㎝、 深さ16㎝） 昭和51年10月１日指定。年代：鎌倉時代 （12世紀）と南北朝時代（14世紀）。材質・形状：神釜。収蔵場所：宮城県塩竈市本町7-1　御釜神社,"Okama shrine is a shrine subordinate to Shiogama shrine. The pots found here are believed to have been modeled on pots which the Ocean God Shiotsuchino Oji used to pass on ancient salt-making techniques. They were made in the Kamakura (12th century) and Nanbokuchou (14th century) periods. The Kamigama were always filled with tidewater and it’s said that the color of the water changes just before a calamity occurs in the world during Hansei period. (A pot : 115 cm in diameter, brim 4 cm thick, 6 cm deep. Other three pots : 137 cm in diameter, brim 4.5 cm thick, 16 cm deep)　Designated on October 1st, 51st year of Showa (1976).",,,https://shiomo.jp/archives/2859,,無,無,無,無,無,無,無,https://www.shiogamajinja.jp/,,,
042030,16,宮城県塩竈市,銅鉄合製燈籠（文化燈籠）,ドウテツゴウセイトウロウ（ブンカトウロウ）,,A lantern made of copper and iron: Bunka lantern,市指定 有形文化財,工芸品,鹽竈神社境内,042030,,宮城県塩竈市一森山1番1号,宮城県,塩竈市,一森山,1番1号,,38.318696 ,141.012513 ,,,022-367-1611,,,https://www.shiogamajinja.jp/,,985-0074,1,基,5370605000304 ,志波彦神社鹽竈神社,1976-10-01,月火水木金土日,5:00,20:00,年中無休,,,塩竈市指定・有形文化財。伊達家九代藩主周宗が幕命により蝦夷地警備に出役、 無事任務遂行を感謝して文化６年 （1809年） に、 銅鉄合製の精巧な花鳥、 動物をはめこんだ大灯籠を寄進しました。 竿には儒学者田辺匡敕の由来記が刻銘されています。 高さ4.8。（昭和51年10月１日指定）。年代：1809年。場所：宮城県塩竈市一森山1-1。閲覧可,"This large lantern is decorated with flowers and birds, other animals and is made of copper and iron. It was donated by Chikamune, the sixth lord of the Date family in Bunka 6 (1809), after carrying out a mission to go safely to Ezo as a guard by order of the shogunate.　Tanabe 田辺匡敕 a Confucian scholar’s Yurai-ki was engraved on the pole. Height 4.8m　Designated on October 1st, 51st year of Showa (1976).",,,https://shiomo.jp/archives/408,,有,無,無,無,無,無,無,https://www.shiogamajinja.jp/,,,
042030,17,宮城県塩竈市,寒風沢造艦の碑,サブサワゾウカンノヒ,,Sabusawa Warship Monument,市指定 有形文化財,書跡・典籍,個人蔵,042030,,,,,,　,,,,,,,,,,,,1,基,,,1987-02-01,,,,,,,塩竈市指定・有形文化財。この碑 （縦　2.3、 横　1.2） は、 国防上の必要から仙台藩が幕末初めて西洋式機帆船 （２本マストのトップスルスクーナー型） を建造した場所、 浦戸寒風沢に建っています。 仙台藩 （13代慶邦） の命により、 三浦乾也が東北で初めて西洋型軍艦を建造したことを記念し、 その門人たちにより建立されたものです。 この軍艦 「開成丸」 建造にあたり、 寒風沢に造船所を造り小野寺鳳谷の監督のもと安政３年８月26日着工、 翌年７月14日藩主臨席のもと進水し、 その後艤装工事を経て11月完成、 同年12月から正月明けにかけて寒風沢～気仙沼間の試験航海に成功しました。 昭和62年２月１日指定。開成丸：全長110.0尺 （33.33） 幅25.0尺 （7.58） 深さ14.5尺 （4.39） マスト高さ105.0尺 （31.82）。年代：1987年。サイズ：3000 x 1450 x 150mm。材質・形状：石碑。収蔵場所：宮城県塩竈市　寒風沢。閲覧可,"This monument (length 2.3m, width 1.2m) was built in Uratosabusawa where the domain of Sendai built the first western style sailing boat (a two-masted, topsail schooner). It was built with national defense in mind at the end of the Tokugawa shogunate. By order of the domain of Sendai (Yoshikuni Date), Kawaya Miura constructed the western style warship in the Tohoku area for the first time. His pupils then established this monument to commemorate the completion of the ship. The ship was named the Kaiseimaru. To begin with, they made a shipbuilding yard under the supervision of Otori Onodera, and the construction started on August 26, Ansei 3 (1856). The following year on July 14th, the ship was launched in the presence of a feudal lord, and was rigged and completed by November. From December to the end of the New Year, the ship succeeded in tentatively sailing through Sabusawa to the Kesennuma area. Designated on February 1, 62nd year of Showa (1987)",,,https://shiomo.jp/archives/2813,,,,,,,,,,,,
042030,18,宮城県塩竈市,塩釜村風土記,シオガマムラフドキ,,Records of the culture and geography of Shiogama village,市指定 有形文化財,古文書,個人蔵,042030,,,,,,,,,,,,,,,,,,1,冊,,,1987-02-01,,,,,,,塩竈市指定文化財。本書は縦15㎝、 横40㎝の横とじで450枚より構成されている江戸時代中期の古文書です。 風土記的な物に止まらず、 広く町勢や鹽竈神社に関する事項が書かれています。 藩政下の塩竈村において庶民の生活や風土の詳細を知る手がかりとなる貴重な一冊です。 昭和62年２月１日指定。年代：江戸時代中期。サイズ：150 x 400mm。材質・形状：冊子。個人蔵。閲覧不可,,,,https://shiomo.jp/archives/2933,,,,,,,,,,,,
042030,19,宮城県塩竈市,宮城郡塩竈村下町組御蔵入茶畑御物成小割帳,ミヤギグンシオガマムラシタマチグミオクライリチャバタケオモノナリコワリチョウ,,Miyagigun Shiogamamura Shitamachigumi Okurairi Chabatake Omononari Kowaricho,市指定 有形文化財,古文書,個人蔵,042030,,,,,,,,,,,,,,,,,,1,冊,,,1987-02-01,,,,,,,塩竈市指定文化財。本書は縦15㎝、 横38㎝の横とじで７枚より構成されている江戸時代中期の古文書です。 「御蔵入」 とは米以外の租税をさすもので、 この書により、 江戸中期の藩政下にあった塩竈村における米以外の租税の様子を察することができます。 ７枚から構成されている表紙から推測するに３冊のうちの１冊で、 残りの２冊はすでに消滅したものと思われます。 昭和62年２月１日指定。サイズ：150 x 380mm。年代：江戸時代。材質・形状：冊子,"This ancient document was written in the middle of the Edo period and is composed of 7 pages. It is 15cm long and 38cm wide and opens sideways. Okurairi means taxes for items excluding rice. The document indicates taxes on things other than rice in Shiogama village, which was controlled by the feudal domain. According to the cover page, the document is one of a series of three. Two have already been lost.　Designated on February 1, 62nd year of Showa (1987)",,,https://shiomo.jp/archives/2937,,,,,,,,,,,,
042030,20,宮城県塩竈市,奥塩地名集,オウエンチメイシュウ,,,市指定 有形文化財,古文書,個人蔵,042030,,,,,,,,,,,,,,,,,,1,冊,,,1987-02-01,,,,,,,市指定文化財。年代：1792年。収蔵場所：タイムシップ塩竈　塩竈市本町1-1。閲覧可,,,,https://shiomo.jp/archives/900,,,,,,,,,,,,
042030,21,宮城県塩竈市,十二支方角石,ジュウニシホウガクセキ,,The twelve animal zodiac Direction Stone,市指定 有形文化財,歴史資料,浦戸寒風沢字日和山,042030,,宮城県塩竈市浦戸寒風沢字日和山,宮城県,塩竈市,浦戸寒風沢字日和山,,,38.334739 ,141.116388 ,,,,,,,,,1,基,,,1987-02-01,,,,,,,塩竈市指定・有形文化財。寒風沢の日和山にあるこの方角石は、 十二支が刻まれた円柱形をなし、 直径45㎝、 高さ82.5㎝と他所に類をみない堂々としたものです。 奉献者が一般の船頭、 廻船問屋とは異なり幕府より差遣された役人 （木村又兵衛正信） であることも珍しいと言われます。昭和62年２月１日指定。作者・著者：木村又兵衛正信（きむら　またべえまさのぶ）。サイズ：450 x 450 x 820mm。材質・形状：石造。収蔵場所：宮城県塩竈市　寒風沢。閲覧可,"There is a “Direction Stone” located on Hiyori mountain in Sabusawa. This stone is distinguished by its cylindrical shape (diameter of 45cm, height 82.5 cm), and engraved with the twelve animals of the Chinese zodiac. This stone was dedicated by Matabe Masanobu Kimura (Matabee-Masanobu Kimura), a delegate from the Tokugawa shogunate. This is very unusual, as usually the dedication was performed by ordinary people such as a boatman or a shipping agent.　Designated on February 1, 62nd year of Showa (1987)",,,https://shiomo.jp/archives/2816,,,,,,,,,,,,
042030,22,宮城県塩竈市,絵馬「鮭を運ぶアイヌ」,エマ「シャケヲハコブアイヌ」,,A votive picture tablet ,市指定 有形民俗文化財,有形の民俗文化財,東北歴史博物館,042099,,宮城県多賀城市高崎1丁目22番1号,宮城県,多賀城市,高崎,1丁目22番1号,,38.332313 ,141.118742 ,,,022-368-0106,,,https://www.thm.pref.miyagi.jp/,,985-0862,1,枚,,,1998-07-01,火水木金土日,9:30,17:00,休館日 毎週月曜日 （祝・休日の場合はその翌平日）、年末年始 （12月29日から1月4日まで）。※上記によらず開館・休館とする場合があります。,,,塩竈市指定・有形民俗文化財。寒風沢島の神明社に奉納されていたこの絵馬は、 親子と思われる二人のアイヌが鮭を持ち運ぶ姿を描いたもので、 大きさは縦140㎝、 横68㎝。 絵の左側に 「藤原高次」 の名前と花押があります。 制作年代や作者については不明ですが、 江戸時代中期から後期にかけて製作されたものと推定されます。寒風沢島は江戸時代から明治時代にかけて廻船の中継港として栄えた歴史がありますが、 神明社は船員の厚い信仰を集めたと考えられ、 絵馬は三陸沿岸の港や北海道との交易を裏付ける資料としてとても貴重とされています。 （現在は、 東北歴史博物館保管）。平成10年７月１日指定。年代：江戸時代。保管場所：東北歴史博物館　多賀城市高崎１丁目22-1。収蔵場所：複製／タイムシップ塩竈　塩竈市本町1-1。閲覧可（複製）,"City-designated tangible cultural property　This picture tablet was dedicated to a Shinmei shrine in Sabusawa island. The picture on the table depicts two Ainu people, who seem to be a parent and a child, carrying a salmon. It is 140cm long and 68cm wide. On the left side of the picture, the name Takatsugu Fujiwara and his flower seal can be found. The year in which it was written and an artist are unknown, but it is assumed to have been made from the middle to the end of the Edo period.　Sabusawa Island thrived as a transit port for ships from the middle of the Edo period to the Meiji period. It is assumed that many shipmen were dedicated to Shinmei shrine, and these picture tablets constitute important data which points to trade with a port along the Sanriku coast and Hokkaido. (Today, the material is preserved in Tohoku Historic museum)　Designated on July 1st, 10th year of Heisei (1998)",,,https://shiomo.jp/archives/995,,,,,,,,,,,,
042030,23,宮城県塩竈市,塩竈神楽,シオガマカグラ,,,市指定 無形民俗文化財,無形の民俗文化財,,042030,,,,,,,,,,,,,,,,,,,,,,2010-03-01,,,,,,,塩竈市指定文化財。「塩竈神楽」は、古くは延文5年（1360年）の鹽竈神社の神馬献上の祈願状にその記録が残りますが、現在の踊りの型は、大正時代の後期から昭和時代初期にかけて確立されたものです。出雲大社の流れを汲む「十二座神楽」と、伊勢神宮の流れを汲む「太神楽」の両方の演目を伝承する宮城県内でも珍しい民俗芸能で、鹽竈神社の祭りの時、境内の舞殿（神楽殿）で演舞奉納が行なわれています。現在の「十二座神楽」の踊りの型は、仙台市宮城野区の青麻神社の「青麻神楽」から伝承されたもので、その芸風は仙台市若林区の木下白山神社の「丹波神楽」、名取市の熊野神社の「熊野堂神楽」と似ていることから、元々はこれらの神楽から伝承されたものと考えられています。また、かつて「獅子舞」の演目が多く「塩竈太神楽」と呼ばれていたことや、北海道や東北を巡業で回っていたことなどから、「太神楽」の流れが多く見受けらることが「塩竈神楽」の特徴となっています。市内唯一の神楽であり、貴重な文化財を保護・活用し後世に継承するため、塩竈市無形民俗文化財（民俗芸能）に指定されました。（平成22年3月1日指定）,,,,https://shiomo.jp/archives/2941,,,,,,,,,,,,
042030,24,宮城県塩竈市,旧塩竈市公民館,キュウシオガマシコウミンカン,,,市指定 有形文化財,建造物　,塩竈市杉村惇美術館,042030,,宮城県塩竈市本町8番1号,宮城県,塩竈市,本町,8番1号,,38.315825 ,141.016608 ,,,022-362-2555,,,https://sugimurajun.shiomo.jp/,,985-0052,1,棟,,,2013-10-01,火水木金土日,10:00,17:00,休館日:月曜日(祝日の場合は翌日。長期連休は除く）。年末年始休館：12月28日〜1月4日,,,塩竈市指定・有形文化財（建造物）。昭和25年（1950）に起工、翌26年に落成したモダンで美しい建造物で、平成25年10月に塩竈市有形文化財に指定されました。地域産材の利用や先進的な木構造の採用など、半世紀を超えて公共建築が目指すべき方向性を示してきた建造物です。建物は、「管理棟」と「大講堂」からなります。管理棟は、一階を鉄筋コンクリート造、二階を木造としたハイブリット構造で、外観上はあたかも鉄筋コンクリート二階建てのように見せています。また、柱や外壁、門などには手の込んだ表面仕上げが施された塩竈石が大量に使用され、建物の大きな見所となっています。公民館利用者の増大に対応するため、昭和32年(1957)に増築された大講堂は、高さ9.5ｍの大空間が圧巻です。柱には集成材が使用され、逆さカテナリー曲線(懸垂曲線)を木造で実現した日本でも初期の建築とされています。昭和51年（1976）に新しい公民館が建設されたため、取り壊しが検討されましたが、建物が堅牢であることや利便性の良さなどから「塩竈市公民館本町分室」として残され、利用が続けられました。平成25年に大規模改修を行い、平成26年11月には建物の一部を使って「塩竈市杉村惇美術館」が開館、公民館と美術館を併設する施設となりました。年代：1951年。材質・形状：建物。場所：宮城県塩竈市本町8-1,,,,https://shiomo.jp/archives/2865,,有,無,無,無,無,無,無,,,,
042030,25,宮城県塩竈市,東園寺碑拓本掛け軸、東園寺碑残欠,トウエンジヒタクホンカケジク、トウエンジヒザンケツ,,The Toenji Stone Monument,市指定 有形文化財,古文書,東園寺,042030,,宮城県塩竈市旭町4番1号,宮城県,塩竈市,旭町,4番1号,,38.315896 ,141.020884 ,,,022-362-0777,,,https://www.toenji.com/,,,1;2,幅;片,,,2018-09-01,,,,,,,安永5年（1776）に建てられた東園寺碑には、仙台藩第4代藩主伊達綱村（肯山）が発した塩竈振興令「貞享特令」の内容や、東園寺が綱村の位牌寺となった経緯、綱村の死後も塩竈の人々により供養が続けられたことなどが記されています。現在も綱村の命日前日には東園寺で毎年法要が行われており、明治維新や戦中戦後の混乱期も絶えることなく続いてきました。この石碑は、綱村と塩竈の深いつながりを示す資料として貴重です。碑は慶応3年（1867）の大火により断碑し、一部が残るのみですが、東園寺に拓本が伝わっており、その全容を知ることができます。塩竈市では、伊達綱村の300年遠忌に合わせ、石碑の残欠と拓本を一体のものとして市の有形文化財に指定しました。平成30年10月1日指定。指定名称：東園寺碑拓本掛け軸、東園寺碑残欠。年代：安永5年（1776）。収蔵場所：東園寺　塩竈市旭町4-1,,,,https://shiomo.jp/archives/12931,,有,無,無,無,無,無,無,https://www.toenji.com/,,,
042030,26,宮城県塩竈市,貞享特令写,ジョウキョウトクレイウツシ,,Jokyo Tokurei,市指定 有形文化財,書跡・典籍,東園寺,042030,,宮城県塩竈市旭町4番1号,宮城県,塩竈市,旭町,4番1号,,38.315896 ,141.020884 ,,,022-362-0777,,,https://www.toenji.com/,,985-0074,1,巻,5370605000304 ,志波彦神社鹽竈神社,2018-09-01,月火水木金土日,8:30,17:00（4月1日～9月末日）、16:00（12月1日～1月末日）,年中無休,,,神仏への信仰が厚く、鹽竈神社を深く崇敬していた仙台藩第4代藩主伊達綱村（肯山）は、御舟入堀の完成などにより経済情勢が悪化していた門前町塩竈を救うため、貞享2年（1685）に9箇条からなる塩竈振興令を発しました。「貞享特令」と呼ばれるこの振興令は、年250両に及ぶ金子の下賜や年貢の免除、商人荷物・魚・材木などを積んだ舟は必ず塩竈へ入港するよう定めたことなど、異例と言える内容で、衰退していた塩竈が息を吹き返す契機となりました。綱村の死後、塩竈の人々は東園寺に位牌をまつって命日前日に毎年法要を続けるとともに、「肯山講」という組織を作って塩竈発展のための様々な活動に取り組みました。本資料は、弘化4年（1847）頃、塩竈出身で仙台四大画家の一人である小池曲江が貞享特令の全文を写し取ったものです。伊達綱村の300年遠忌に合わせ、塩竈市の有形文化財に指定されました。平成30年10月1日指定。年代：弘化4年（1847）頃。収蔵場所：鹽竈神社博物館　塩竈市一森山1-1。見学可（年中無休、8：30開館、閉館時刻は時期によって変更あり）,"A Shiogama City-designated item of Tangible Cultural Heritage. Classified under Calligraphy / Books.　The Jokyo Tokurei, meaning Special Ordinance, was a set of rules enforced by Date Tsunamura (posthumously Kozan), the fourth feudal lord of the Sendai Domain. The ordinance was issued in order to preserve the economic welfare of the Shiogama community at that time.　As a consequence of the Ofunairibori waterway being built, instant access to the community of Gamo (in modern-day Sendai) diverted commerce away from Shiogama, leaving it burdened by unexpected economic loss.　In response, the Kozan in the year Jokyo 2 (1685 CE) issued this ordinance to elevate the status of Shiogama. The ruling included a total of nine regulations which aimed to keep the Shiogama area economically relevant. Some of the implementations included an annual land tax exemption, and monetary rewards to help stimulate commerce in the area. The most significant ruling was that any boat out at sea which possessed items such as merchant luggage, fish, or lumber, were required to enter Shiogama as the only available port of entry for commerce in the Sendai Domain.　It is believed that one possible reason for issuing the ordinance was because Kozan had deep reverence for Japan’s indigenous faith, Shintoism, as well as a way for expressing gratitude for the Shiogama community. In addition, it is also believed that while Kozan became heir to lead the Sendai Domain at Age 2, the people of Shiogama Shrine took care of him until he reached the age of maturity while his elders were in charge.　While the Jokyo Tokurei were considered to be an unusual ruling in Edo Period Japan, the ordinance was a way for Kozan to give back in his own way by helping revitalize Shiogama’s economy.　Long after Kozan’s passing, residents built a monument at Toenji Temple as a way for them to express gratitude back to their feudal lord. They continued the memorial service the day before his death every year, while also working on various activities for the development of Shiogama by forming an organization called Kozan Ko.　This material is a copy of the full text of Jokyo Tokurei (Special Order) by Koike Kyokko, born in Shiogama and one of the four great painters of Sendai, dated around the year Koka 4 (1847 CE).　It was designated as a Tangible Cultural Property of Shiogama City, coinciding with Kozan’s 300th anniversary.　Designated on October 1st, Heisei 30 (2018 CE).　Established: Around Koka 4 (1847 CE)　Storage Location: Shiogama Shrine Museum, 1-1, Ichimoriyama, Shiogama City, Miyagi Pref.　Visiting Hours: Open throughout the year, opening from 08:30. Closes at different times depending on the season.",,,https://shiomo.jp/archives/12938,,有,無,無,無,無,無,無,https://www.shiogamajinja.jp/,,,
042030,27,宮城県塩竈市,石燈籠　,イシドウロウ,,The Stone Lanterns of the Ofunairibori,市指定 有形文化財,歴史資料,鹽竈神社境内,042030,,宮城県塩竈市一森山1番1号,宮城県,塩竈市,一森山,1番1号,,38.318597 ,141.012421 ,,,022-367-1611,,,https://www.shiogamajinja.jp/,,985-0074,2,基,5370605000304 ,志波彦神社鹽竈神社,2018-09-01,月火水木金土日,5:00,20:00,年中無休,,,仙台藩第4代藩主伊達綱村（肯山）の治世に、仙台への物流を円滑にするため、塩竈と蒲生を結ぶ御舟入堀が完成しました。御舟入堀は、明治以降も拡幅や護岸整備が続けられ、「貞山堀」「貞山運河」の一部として市民に親しまれています。この一対の燈籠は、寛文13年（1673）、工事に関わった仙台藩士伊達半之助房長によって鹽竈神社に献じられたもので、御船入堀の竣工時期を示す史料であるとともに、同神社に向けられた信仰を示す史料としても貴重です。現在、一基は鹽竈神社門外の西回廊寄りに、もう一基は左右宮拝殿の東側に設置されています。伊達綱村の300年遠忌年に合わせ、塩竈市の有形文化財に指定されました。平成30年10月1日指定。年代：寛文13年（1673）。収蔵場所：鹽竈神社　塩竈市一森山1-1　見学可（5:00～20：00まで）,"A Shiogama City-designated item of Tangible Cultural Heritage. Classified under Calligraphy / Books.　These stone lanterns are historical monuments which symbolized the contribution of an inter-community express waterway, called the Ofunairibori.　In the year Kanbun 13 (1673 CE) of the Edo Period (from 1603 to 1868 CE), these lanterns were presented to Shiogama Shrine by Date Hannosuke, a descendant of lord Date Masamune and a feudal lord of the Sendai Domain. The lanterns commemorate the waterway as a means of transport and commerce between two communities. The backstory of these lanterns go back over 300 years before they were made, when the Ofunairibori was initially constructed.　This waterway gave an opportunity to accelerate commerce in the domain, linking the communities of Shiogama on Matsushima Bay (which specialized in fish, salt, and seafood), and Gamo (which specialized in rice crops), located in what is now Sendai City. Feudal lord Date Tsunamura (posthumously Kozan), lord Hannosuke’s ancestor, was in charge of building this water road in the year Teiji 6 / Shohei 21 (1367 CE). During the Meiji Era (between 1868 and 1914), the Ofunairibori was widened and fortified.　The pair of lanterns can be found within the premises of the present-day Shiwahiko Jinja / Shiogama Jinja Shrine proper. They can be located at two separate gateways. One is located near the western corridor outside the shrine’s fenced walls. The other is located around the Sayugu Haiden (identified by the kanji 左右宮拝殿).　On October 1st, Heisei 30, (2018 CE), the lanterns were designated by Shiogama City as Tangible Cultural Properties in accordance with the 300th year anniversary of lord Date Tsunamura.　Age: Over 347 years ago as of Reiwa 2 (2020 CE), built in Kanbun 13 (1673 CE).　Location: Shiogama Shrine, 1-1, Ichimoriyama, Shiogama City, Miyagi Pref.　Visiting hours: From 05:00 to 20:00.",,,https://shiomo.jp/archives/12934,,有,無,無,無,無,無,無,https://www.shiogamajinja.jp/,,,
