都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
382159,0000000037,愛媛,東温市,金毘羅寺四本杉,コンピラジヨンホンスギ,,,市指定天然記念物,,,愛媛県東温市河之内甲4875-1,,,,,,,,,,1974-01-23,,,,,,,,,,,,
382159,0000000038,愛媛,東温市,大通庵エドヒガンザクラ,ダイツウアンエドヒガンザクラ,,,市指定天然記念物,,,愛媛県東温市井内甲1851,,,,,,,,,,1975-05-15,,,,,,,,,,,,
382159,0000000039,愛媛,東温市,土谷三島神社杉,ツチヤミシマジンジャスギ,,,市指定天然記念物,,,愛媛県東温市河之内甲491,,,,,,,,,,2004-08-06,,,,,,,,,,,,
382159,0000000040,愛媛,東温市,揚神社クスの木,アガリジンジャクスノキ,,,市指定天然記念物,,,愛媛県東温市北方甲1702,,,,,,,,,,1977-04-25,,,,,,,,,,,,
382159,0000000041,愛媛,東温市,大興寺ヤマモモ,ダイコウジヤマモモ,,,市指定天然記念物,,,愛媛県東温市下林乙774-2,,,,,,,,,,1997-04-21,,,,,,,,,,,,
382159,0000000042,愛媛,東温市,吉久のイブキビャクシン,ヨシヒサノイブキビャクシン,,,市指定天然記念物,,,愛媛県東温市吉久52,,,,,,,,,,1993-01-14,,,,,,,,,,,,
382159,0000000043,愛媛,東温市,吉久吉井神社クスドイゲ,ヨシヒサノヨシイジンジャクスドイゲ,,,市指定天然記念物,,,愛媛県東温市吉久,,,,,,,,,,2004-08-06,,,,,,,,,,,,
382159,0000000044,愛媛,東温市,漣痕化石,レンコンカセキ,,,市指定天然記念物,,,愛媛県東温市山之内乙786-8,,,,,,,,,,1981-07-01,,,,,,,,,,,,
382159,0000000045,愛媛,東温市,ヤブツバキ,ヤブツバキ,,,市指定天然記念物,,,愛媛県東温市山之内甲1093,,,,,,,,,,1997-04-01,,,,,,,,,,,,
382159,0000000046,愛媛,東温市,牛渕の獅子舞,ウシブチノシシマイ,,,市指定無形民俗文化財,,,愛媛県東温市牛渕,,,,,,,,,,2009-03-26,,,,,,,,,,,,
382159,0000000047,愛媛,東温市,志津川天満神社チシャノキ,シツカワテンマンジンヤチシャノキ,,,市指定天然記念物,,,愛媛県東温市志津川甲1551,,,,,,,,,,2010-04-20,,,,,,,,,,,,
382159,0000000048,愛媛,東温市,川上神社古墳,カワカミジンジャコフン,,,県指定史跡,,,愛媛県東温市南方376,,,,,,,,,,1950-10-10,,,,,,,,,,,,
382159,0000000049,愛媛,東温市,川上神社古墳出土品,カワカミジンジャコフンシュツドヒン,,,県指定有形文化財,,,愛媛県東温市南方375,,,,,,,,,,2007-02-20,,,,,,,,,,,,
382159,0000000050,愛媛,東温市,浮穴郡の里神楽,ウケナゴオリノサトカグラ,,,市指定無形民俗文化財,,,愛媛県東温市上林,,,,,,,,,,2004-04-01,,,,,,,,,,,,
382159,0000000051,愛媛,東温市,浮穴郡の里神楽,ウケナゴオリノサトカグラ,,,市指定無形民俗文化財,,,愛媛県東温市牛渕,,,,,,,,,,2004-04-01,,,,,,,,,,,,
382159,0000000052,愛媛,東温市,浮穴郡の里神楽,ウケナゴオリノサトカグラ,,,市指定無形民俗文化財,,,愛媛県東温市下林,,,,,,,,,,2004-04-01,,,,,,,,,,,,
382159,0000000053,愛媛,東温市,オキチモズク発生地,オキチモズクハッセイチ,,,国指定天然記念物,,,愛媛県東温市吉久,,,,089-964-0701,,,,,東温市,1944-06-26,,,,,,,,,,,,
382159,0000000054,愛媛,東温市,ベニモンカラスシジミ,ベニモンカラスシジミ,,,県指定天然記念物,,,愛媛県東温市皿ヶ嶺連峰自然公園内,,,,,,,,,国,1962-03-23,,,,,,,,,,,,
382159,0000000055,愛媛,東温市,層塔及び五輪塔群,ソウトウオヨビゴリントウグン,,,市指定有形文化財,,,愛媛県東温市下林甲2089,,,,089-964-0701,,,,,東温市,1970-03-21,,,,,,,,,,,,
382159,0000000056,愛媛,東温市,志津川古墳群出土遺物,シツカワコフングンシュツドイブツ,,,市指定有形文化財,,,愛媛県東温市見奈良509-3,,,,089-964-0701,,,,,東温市,2004-04-01,,,,,,,,,,,,
382159,0000000057,愛媛,東温市,安国寺古地図,アンコクジコチズ,,,市指定有形文化財,,,愛媛県東温市見奈良509-3,,,,089-964-0701,,,,,東温市,2004-08-06,,,,,,,,,,,,
382159,0000000058,愛媛,東温市,木樋,モクヒ,,,市指定有形文化財,,,愛媛県東温市見奈良509-3,,,,089-964-0701,,,,,東温市,1997-04-01,,,,,,,,,,,,
382159,0000000059,愛媛,東温市,白猪の滝,シライノタキ,,,市指定名勝,,,愛媛県東温市河之内,,,,,,,,,,1965-04-01,,,,,,,,,,,,
382159,0000000060,愛媛,東温市,唐岬の滝,カラカイノタキ,,,市指定名勝,,,愛媛県東温市河之内,,,,,,,,,,1965-04-01,,,,,,,,,,,,
382159,0000000061,愛媛,東温市,滑川渓谷,ナメカワケイコク,,,市指定名勝,,,愛媛県東温市明河,,,,,,,,,,1965-04-01,,,,,,,,,,,,
382159,0000000062,愛媛,東温市,源太ザクラ,ゲンタザクラ,,,市指定天然記念物,,,愛媛県東温市河之内,,,,089-964-0701,,,,,東温市,1981-11-26,,,,,,,,,,,,
382159,0000000063,愛媛,東温市,除ヶの堰堤,ヨケノエンテイ,,,国登録有形文化財,,,愛媛県東温市山之内,,,,,,,,,愛媛県,2001-08-28,,,,,,,,,,,,
382159,0000000064,愛媛,東温市,クヌギ,クヌギ,,,市指定天然記念物,,,愛媛県東温市下林甲972-1,,,,,,,,,,1997-04-01,,,,,,,,,,,,
382159,0000000065,愛媛,東温市,烏ヶ獄城跡叢林,カラスガダケジョウアトソウリン,,,市指定天然記念物,,,愛媛県東温市山之内,,,,,,,,,,1997-04-01,,,,,,,,,,,,
382159,0000000066,愛媛,東温市,稲荷五社神社社叢,イナリゴシャジンジャシャソウ,,,市指定天然記念物,,,愛媛県東温市山之内,,,,,,,,,,1997-04-01,,,,,,,,,,,,
382159,0000000067,愛媛,東温市,シラカシと龍神社社叢,シラカシトリュウジンジャシャソウ,,,市指定天然記念物,,,愛媛県東温市山之内,,,,,,,,,,2004-04-01,,,,,,,,,,,,
382159,0000000068,愛媛,東温市,北吉井のビャクシン,キタヨシイノビャクシン,,,国指定天然記念物,,,愛媛県東温市樋口甲1045,,,,,,,,,,1948-12-18,,,,,,,,,,,,
382159,0000000069,愛媛,東温市,向井古墳,ムカイコフン,,,市指定史跡,,,愛媛県東温市樋口甲955-3,,,,,,,,,,2014-11-26,,,,,,,,,,,,
382159,0000000070,愛媛,東温市,大ツツジ,オオツツジ,,,市指定天然記念物,,,愛媛県東温市見奈良,,,,,,,,,,1981-07-01,,,,,,,,,,,,
382159,0000000071,愛媛,東温市,麓の楽頭,フモトノガクトウ,,,県指定無形民俗文化財,,,愛媛県東温市山之内,,,,,,,,,,2000-04-18,,,,,,,,,,,,
382159,0000000072,愛媛,東温市,安国寺須弥壇,アンコクジシュミダン,,,市指定有形文化財,,,愛媛県東温市則之内甲2781-1,,,,,,,,,,1963-04-01,,,,,,,,,,,,
382159,0000000073,愛媛,東温市,五十八社大明神の雨乞い面,ゴジュウハッシャダイミョウジンノアマゴイメン,,,市指定有形文化財,,,愛媛県東温市山之内,,,,,,,,,,1969-10-04,,,,,,,,,,,,
382159,0000000074,愛媛,東温市,龍神社の金幣,リュウジンジャノキンペイ,,,市指定有形文化財,,,愛媛県東温市見奈良509-3,,,,089-964-0701,,,,,東温市,2004-04-01,,,,,,,,,,,,
382159,0000000075,愛媛,東温市,近藤林内墓,コンドウリンナイボ,,,市指定有形文化財,,,愛媛県東温市河之内甲1734,,,,,,,,,,1965-04-01,,,,,,,,,,,,
382159,0000000076,愛媛,東温市,川筋のイチョウ,カワスジノイチョウ,,,市指定天然記念物,,,愛媛県東温市松瀬川甲2496,,,,,,,,,,1993-01-14,,,,,,,,,,,,
382159,0000000077,愛媛,東温市,上福寺クスノキ,ジョウフクジクスノキ,,,市指定天然記念物,,,愛媛県東温市松瀬川甲268,,,,,,,,,,1974-01-23,,,,,,,,,,,,
