都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
052060,0010000017,秋田県,男鹿市,木造薬師如来像,モクゾウヤクシニョライゾウ,,,県指定有形文化財,彫刻,真山神社,秋田県男鹿市北浦真山字水喰沢97,,39.927516,139.766777,0185-33-3033,,1,躯,8410005001671,真山神社,1953-10-05,,,,,,,,,真山神社は、はじめ天台宗で遍照院光飯寺（へんしょういんこうぼうじ）といい、後に真言宗に改修し、明治時代のの神仏分離令以後に神社となりました。本薬師如来像は光飯寺当時の本地仏であり、高さ約70cmで、ヒノキ材の寄木造です。制作年代は室町時代といわれています。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/1/1495.html,
052060,0010000018,秋田県,男鹿市,木造薬師如来寄木漆箔座像,モクゾウヤクシニョライヨセギシッパクザゾウ,,,県指定有形文化財,彫刻,長楽寺,秋田県男鹿市船川港本山門前字祓川27,,39.866697,139.751748,0185-27-2823,,1,躯,5410005001641 ,長楽寺,1964-04-16,,,,,,,,,天正20年（1592年）につくられたヒノキ材の寄木造の仏像です。高さ81.8cmで胎内に墨書銘があります。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/1/1497.html,
052060,0010000019,秋田県,男鹿市,木造薬師如来座像,モクゾウヤクシニョライザゾウ,,,県指定有形文化財,彫刻,,秋田県男鹿市船川港増川字宮ノ下20,,,,,,1,躯,,増川集落,1974-10-12,,,,,,,,,円空作のカツラ材一木造で、制作時期はおそらく寛文八年（1668年）頃ではないかと考えられています。円空は美濃国（現岐阜県）に生まれ、生涯12万体の仏像を作ることを発願し、諸国を巡り歩いたといわれています。高さは34cmで、一般に鉈彫り（なたぼり）といわれる斬新かつ個性的な仏像です。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/1/1496.html,
052060,0010000020,秋田県,男鹿市,木造十一面観音菩薩立像,モクゾウジュウイチメンカンノンボサツリュウゾウ,,,県指定有形文化財,彫刻,赤神神社,秋田県男鹿市船川港本山門前字祓川35,,39.870503,139.750803,,,1,躯,6410005001657,宗教法人 赤神神社,2007-03-20,,,,,,,,,五社堂内に安置されています。江戸時代前期の僧円空の作で、鉈彫りといわれているように鉈で割った感じの大胆な表現をとっています。高さ171cmで、岩座の一部を欠くほか、完全に残っており、ノミ跡も木肌も300年前のものと思われない新鮮さを保っています。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/1/1499.html,
052060,0010000021,秋田県,男鹿市,黄瀬戸小皿,キセトコザラ,,,県指定有形文化財,工芸,,,,,,,,２,枚,,個人,1955-01-24,,,,,,,,,黄瀬戸（きせと）とは、桃山時代に美濃（現岐阜県）で焼かれた黄色い釉薬（ゆうやく）のかかった陶器のことをいいます。慶長、元和のころ作られた高級茶道食器で、そのころ茶道をたしなむ階級が船越にあったことを物語っています。桃山時代末期に船越が繁栄していたことを証する貴重な資料です。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/1/1511.html,
052060,0010000022,秋田県,男鹿市,鈴木重孝自筆本 絹篩・本文3冊、図巻2巻,スズキシゲタカジヒツボン キヌブルイ,,,県指定有形文化財,書籍・古文書,,,,,,,,,,,個人,1954-03-07,,,,,,,,,船越村住の村役人、鈴木平十郎重孝が嘉永5年（1852年）に完稿した男鹿半島各村の村勢一覧というべきもので、江戸時代末期に編さんされた男鹿半島の地誌、古記録です。村ごとに人口、馬数、神社、仏閣に至るまで洩らさず記録されており、半島研究の貴重な資料となっています。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/1/1508.html,
052060,0010000023,秋田県,男鹿市,小谷地遺蹟出土品,コヤチイセキシュツドヒン,,,県指定有形文化財,考古資料,男鹿市,秋田県男鹿市船川港船川字泉台66-1,,39.886779,139.84757,0185-24-9103,,１,括,2000020052060,男鹿市,1986-03-25,,,,,,,,,小谷地遺跡は脇本飯の森にあります。出土品は平安時代中期のもので、昭和39年から3次にわたり発掘調査されました。特に注目されるのは、159点の墨書土器坏（ぼくしょどきつき）で、底部や側面に「秋田、主、里、雄、仙、女、上、若」など43種類以上の文字が書かれています。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/1/1507.html,
052060,0010000024,秋田県,男鹿市,真山の万体仏,シンザンノマンタイブツ,,,県指定有形民俗文化財,民俗文化財,,秋田県男鹿市北浦真山字白根坂台,,39.936326,139.773855,,,,,7410005001631,常在院,1987-07-19,,,,,,,,,三間四方の堂舎の床下から四壁、天井に杉の木彫りの地蔵菩薩像約1万2千体が一定の方式によって整然と並べられており、近隣において希有なものです。正徳四年（1714年）僧普明が建立したとの伝承もありますが、定かではありません。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/1/1506.html,
052060,0010000025,秋田県,男鹿市,福米沢送り盆行事,フクメザワオクリボンギョウジ,,,県指定無形民俗文化財,民俗文化財,,秋田県男鹿市福米沢,,,,,,,,,福米沢送り盆保存会,1996-03-12,,,,,,,,,福米沢に伝わる独特の仏送りの行事です。 旧盆8月16日。熊野修験者が伝授した念仏行事で三百年前から伝承されているとされます。送り盆の行事形態や行事の醸す精霊供養と精霊送りの雰囲気は異様で、県内では類例を見ない』とその特殊性と独自性が強調されています。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/1/1502.html,
052060,0010000026,秋田県,男鹿市,榧 ,カヤ,,,県指定天然記念物,天然記念物,真山神社,秋田県男鹿市北浦真山字水喰沢97,,39.927516,139.766777,0185-33-3033,,,,8410005001671,真山神社,1924-03-07,,,,,,,,,榧はイチイ科の常緑高木で材は堅くて碁盤などを作る材料になります。慈覚大師の手植えのものと伝えられ、樹齢約1200年、根元の周囲4m、樹高7mの地方の榧としては珍しい巨樹老木です。榧の巨木は真山北麓の登山口、真山神社境内の寺院跡にあり、ここは寒風山や日本海の雄大な風景が北方に展開し、風光またとない景勝地となっています。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/1/1494.html,
052060,0010000027,秋田県,男鹿市,男鹿のコウモリ生息地,オガノコウモリセイソクチ,,,県指定天然記念物,天然記念物,,秋田県男鹿市船川港小浜字芦ノ倉,,,,,,,,,国,1991-03-19,,,,,,,,,男鹿半島の西海岸には多数の大小洞窟があり、そのうち蝙蝠窟（こうもりくつ）と孔雀窟（こうじゃくくつ）には多数のコウモリが生息しています。蝙蝠窟は日本におけるニホンユビナガコウモリの越冬地としては、現在のところ最北に位置する場所であり、ニホンキクガシラコウモリの生息場所でもあります。孔雀窟は現在のところ秋田県内で最大規模のニホンユビナガコウモリの繁殖場所と考えられ、蝙蝠窟とともに学術的に貴重なものです。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/1/1503.html,
052060,0010000028,秋田県,男鹿市,男鹿目潟火山群三ノ目潟,オガメガタカザングンサンノメガタ,,,県指定天然記念物,天然記念物,,秋田県男鹿市戸賀塩浜15 他,,39.937633,139.714447,0185-24-9103,,,,,男鹿市 他,2010-03-12,,,,,,,,,"三ノ目潟は最大径約400m、面積102,855m2、深さ31mで、2万4000～2万年前に出来たと推定されています。一ノ目潟、二ノ目潟とともに目潟火山群を構成し、火山の形態の1つであるマール（爆裂火口）の典型として知られており、東北地方では他に類例がありません。",,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/1/1533.html,
052060,0010000029,秋田県,男鹿市,一ノ目潟の年縞堆積物標本,イチノメガタノネンコウタイセキブツヒョウホン,,,県指定天然記念物,天然記念物,,男鹿市北浦西水口字一ノ目潟44-5ほか,,,,,,,,,,,,,,,,,,,"一ノ目潟の年縞堆積物標本は、天然記念物「男鹿目潟火山群一ノ目潟」で平成18年（2006）に採取された約37mの柱状の湖底堆積物を薄い板状にした約3万年分の年縞サンプルです。
年縞は、季節ごとに異なる物質が堆積することで形成された年輪のような縞模様。含まれる物質を分析することで、過去の地震や火山活動、気候変動などの環境情報がわかります。
これまでの調査では、3500年前に秋田杉が拡大したことや、3世紀半ば～7世紀末までの古墳時代は雪の多い冷涼多湿な時代であったこと、菅江真澄が水位の低下した一ノ目潟を描いた文化7年(1810)は、実際に降水量が少なかったことなど、湖周辺の環境変化が明らかになっています。
また、中にはタービダイト層と呼ばれる、地震によって湖壁が崩壊し、湖に流れ込んだ地層も見られる。これは日本海東縁部の秋田沖や内陸部の浅い場所でマグニチュード6以上の地震が起きた時に形成されたことがわかっていて、昭和58年(1983)の日本海中部地震、昭和39年(1964)の男鹿北西沖地震、文化7年(1810)の男鹿地震、元禄7年(1694)の能代地震に対応することが知られています。",,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/1/3566.html,
052060,0010000030,秋田県,男鹿市,戸賀八幡神社本殿,トガハチマンジンジャホンデン,,,市指定有形文化財,建造物,,秋田県男鹿市戸賀戸賀字戸賀149,,39.96194,139.71435,,,1,棟,,戸賀集落,1996-03-29,,,,,,,,,建物は難破船の寄木等によって造営されたと「戸賀村郷土史」に記されています。建てられた年代は江戸時代の末期といわれているが、明治時代に大改造されています。建築上の特徴は、向拝や蟇股（かえるまた）で、旧内陣、外陣境は虻梁に平三斗（ひらみつと）、木鼻にある。近世以前の建造物の少ない本市にとって貴重な資料となっています。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/3/1480.html,
052060,0010000031,秋田県,男鹿市,三輪神社宮殿,ミワジンジャクウデン,,,市指定有形文化財,建造物,,秋田県男鹿市脇本浦田字菅の沢2,,39.929095, 139.899998,,,1,棟,,浦田町内会,2006-03-14,,,,,,,,,三輪神社の創建は不詳とされていますが、神社に残る棟札に元禄7年（1694年）修理されたとの記録があり、少なくとも江戸時代の中期以前には存在したことが推測されます。かつては観音菩薩を祭る堂であったと思われますが、明治時代になり、神仏分離令によって三輪神社となりました。また、大正8年（1875年）には集落内の神明社と熊野神社を合祀しました。構造は一間社、入母屋造平入で、彫刻には極彩色が施されており、本格的な宮殿建築です。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/3/1478.html,
052060,0010000032,秋田県,男鹿市,お吉例之図,オキチレイノズ,,,市指定有形文化財,美術工芸品,,,,,,,,１,巻,,個人,1974-06-11,,,,,,,,,文化二年（1805年）に、佐竹義政公が狩野秀水（かのうしゅうすい）に命じて描かせた酒宴の次第を鈴木重孝が模写したものです。藩政期において男鹿がお直百姓として特別待遇を受けた歴史を物語る重要資料となっています。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/3/1490.html,
052060,0010000033,秋田県,男鹿市,絹本着色 漢の武帝に桃を捧げる図,ケンポンチャクショクカンノブテイニモモヲササゲルズ,,,市指定有形文化財,絵画,赤神神社,秋田県男鹿市船川港本山門前字祓川35,,39.870503,139.750803,,,1,幅,8410005001657,宗教法人 赤神神社,1996-3-29,,,,,,,,,本図は白鹿が引く車に乗った武帝に西王母（せいおうぼ）が桃を捧げ、五色の蝙蝠を従えているものである。この製作年代は14世紀、中国で描かれたものといわれています。赤神神社所蔵の梅津本「本山縁起」では、慈覚大師が描き、御神体としてきたと記されており、菅江真澄著「男鹿の秋風」によると、寛文3年（1663年）に根田俊興らが裏打補修し、宝永元年（1704年）に日積寺別当永禅院主法印宥健や下社家の金氏らが表具したと記されています。その後、明治14年（1881年）1月に赤神神社氏子により修復されているが、掛軸裏面に残る墨書で分かります。当資料は、美術史のみでなく、赤神神社の縁起にもかかわり、鎌倉時代の男鹿を考察する上で貴重な資料となっています。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/3/1486.html,
052060,0010000034,秋田県,男鹿市,亜米利加国人上陸絵巻,アメリカコクジンジョウリクエマキ,,,市指定有形文化財,絵画,,,,,,,,１,巻,,個人,1999-02-25,,,,,,,,,『黒船来航図』と呼ばれている鈴木重孝の模写絵巻で、紙本着色、幅26cm、長さ8.17mです。頭書きに「嘉永6年6月3日申刻相陽浦賀ノ津ヘ入船、北アメリカヨリ14日目に入津ト云」とあり、図は戦士・艦船・武具・久里浜上陸行列図・ヘルリ（ペリー）提督等極彩色で描かれています。当時の社会情勢がわかる貴重な資料です。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/3/1489.html,
052060,0010000035,秋田県,男鹿市,地獄極楽図,ジゴクゴクラクズ,,,市指定有形文化財,絵画,西念寺,秋田県男鹿市脇本脇本字稲荷下3,,39.90531,139.900139,,,１２,枚,2410005001628,西念寺,2004-03-24,,,,,,,,,地獄図は仏教経典に説かれる地獄の様子を描く図です。地獄とは、現世に悪業をなしたものが死後に苦果を受ける所をいい、八熱、八寒、孤独などの地獄があります。そしてここは閻魔大王が主宰し、鬼類が罪人を苛責します。天国は阿弥陀如来の浄土であり、まったく苦しみのない安楽の世界で、これらの世界を絵図に描いたのが「地獄極楽図」です。この図は人々の死後、地獄へ行き、様々な責め苦を受けるが、阿弥陀仏や地蔵の力により極楽へ救済されていくことを表現したものです。この図は延享三年（1746年）の制作されたもので、毎年1月15日の夜に掛け、16日の1日だけ公開しています。、市内唯一のものであり、絵画としても貴重であると同時に、この絵を通して子供や大人たちに人間らしい心を身につけさせようとした、教育的な役目も持ち合わせています。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/3/1466.html,
052060,0010000036,秋田県,男鹿市,神明社本殿,シンメイシャホンデン,,,市指定有形文化財,彫刻,小深見神明社,秋田県男鹿市払戸字小深見102,,39.924063 ,139.953813,,,,,1410005001694,小深見神明社,1980-10-06,,,,,,,,,小深見神明社の創立は不詳ですが、中世の石造板碑も残っています。神明社本殿は明治42年（1909年）に閑静したもので、春日造（かすがづくり）の建築です。本殿屋根下の桝形や力士像、亀、昇り龍、下り龍などの彫刻が素晴らしく、山形県出身の高橋正晴が中心となり施行されたことが記録されています。主として地元の三村家、木元家、船木家の協力により建てられた神社です,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/3/1476.html,
052060,0010000037,秋田県,男鹿市,近世紀行文「鹿の細道」「雄鹿紀行」,キンセイキコウブンシカノホソミチオガキコウ,,,市指定有形文化財,書籍・古文書,男鹿市,秋田県男鹿市船川港船川字泉台66-1,,39.886779,139.84757,0185-24-9103,,,,2000020052060,男鹿市,2002-03-13,,,,,,,,,この　『鹿の細道』は江戸時代の漢学者である益戸滄洲（ますとそうしゅう）が宝暦4年（1754年）に10日間男鹿半島に来遊したときの紀行文です。 『雄鹿紀行』は吉川五明による著作で、吉川五明は俳人として名高く、奥羽四天王の一人とされています。これは天明元年（1781年）に来遊した際の紀行文です。これは益戸滄洲の男鹿来遊の27年後であり、巡るコースも益戸が旧若美町から北海岸に抜ける左周りなのに対し、吉川は脇本、船川、門前、北浦と右回りを取っています。いずれの紀行文も文学的な価値のみならず、当時の男鹿半島の風土を知る上でも重要な資料といえます。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/3/1482.html,
052060,0010000038,秋田県,男鹿市,石仏龕,セキブツガン,,,市指定有形文化財,考古資料,加茂青砂集落,秋田県男鹿市戸賀加茂青砂字鴨86,,39.912515,139.728582,,,２,基,,加茂青砂集落,1983-02-21,,,,,,,,,石仏龕（せきぶつがん）とは石室の中に仏像を安置したものをいいます。この石仏龕は三枚の岩を板状に加工して箱形に組み合わせ、その上に屋根石を載せています。前方に石の扉がついていたと思われますが、現在は欠けており、内部には肉厚8cm、高さ23cmの阿弥陀如来像が彫られています。年号は見られませんが、鎌倉時代の終わり頃の石造遺物と考えられます。現在のところ、県内でも類例のない貴重なものです。,,https://www.city.oga.akita.jp/soshik/bunkasportska/bunkazai/3/1474.html,
