"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_通称","名称_英語","文化財分類","種類","場所名称","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","員数（数）","員数（単位）","法人番号","所有者等","文化財指定日","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","画像","画像_ライセンス","概要","概要_英語","説明","説明_英語","URL","備考"
"052094","BB0100002012","秋田県鹿角市","杉","スギ","","Japanese cedar(1 piece)","県指定天然記念物","","普門山 大円寺","052094","0003188","秋田県鹿角市十和田大湯字大湯147","秋田県","鹿角市","十和田大湯字大湯","147","","40.29031","140.83333","","","0186-37-2655","","","","","0185421","","","","普門山 大円寺","1955-01-24","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/tennenkinenbutu/12825.html",""
"052094","BB0100003001","秋田県鹿角市","月山神社本殿","ガッサンジンジャホンデン","","","市指定有形文化財","建造物","月山神社","052094","0006167","秋田県鹿角市十和田毛馬内字毛馬内沢32","秋田県","鹿角市","十和田毛馬内字毛馬内沢","32","","40.27614","140.73201","","","0186-29-5644","","","","","0185334","","","","月山神社","1983-07-15","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaikenzoubutu/12782.html",""
"052094","BB0100003002","秋田県鹿角市","旧鹿角郡公会堂","キュウカヅノグンコウカイドウ","","","市指定有形文化財","建造物","花輪","052094","0012318","秋田県鹿角市花輪字中花輪113","秋田県","鹿角市","花輪字中花輪","113","","40.19092","140.79201","","","0186-22-7288","","","","","0185201","","","","鹿角市教育委員会","1991-03-26","日火水木金土","09:00","17:00","月曜休日","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaikenzoubutu/12783.html",""
"052094","BB0100003003","秋田県鹿角市","親鸞聖人御絵伝","シンランセイジンゴエデン","","Shinran shonin goyaden(4 panels)","市指定有形文化財","絵画","専正寺","052094","0012212","秋田県鹿角市花輪字寺ノ後16","秋田県","鹿角市","花輪字寺ノ後","16","","40.19373","140.78825","","","0186-23-3144","","","","","0185201","4","幅","","専正寺","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaikaiga/12784.html",""
"052094","BB0100003004","秋田県鹿角市","川口月嶺筆「双鶴図」","カワグチゲツレイヒツ「ソウカクズ」","","""""""""Twin Cranes"""""""" by Kawaguchi Getsurei(1 painting)","市指定有形文化財","絵画","個人","052094","0012000","秋田県鹿角市花輪","秋田県","鹿角市","花輪","","","","","","","","","","","","0185201","1","幅","","個人","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaikaiga/12785.html",""
"052094","BB0100003005","秋田県鹿角市","川口月嶺筆「鶏と牡丹」","カワグチゲツレイヒツ「ニワトリトボタン」","","""""""""Chicken and Peony"""""""" by Kawaguchi Getsurei(1 width, 1 piece)","市指定有形文化財","絵画","個人","052094","0012188","秋田県鹿角市花輪字荒田4-1","秋田県","鹿角市","花輪字荒田","4-1","","40.21578","140.78845","","","0186-30-0294","","","","","0185201","1","幅","","鹿角市教育委員会","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaikaiga/12786.html",""
"052094","BB0100003006","秋田県鹿角市","柴田春光筆「十和田路」","シバタシュンコウヒツ「トワダミチ」","","","市指定有形文化財","絵画","十和田毛馬内","052094","0006000","秋田県鹿角市十和田毛馬内","秋田県","鹿角市","十和田毛馬内","","","","","","","","","","","","0185334","1","双","","個人","1993-04-01","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaikaiga/12787.html",""
"052094","BB0100003007","秋田県鹿角市","木造千手十一面観音菩薩像","モクゾウセンシュジュウイチメンカンノンボサツゾウ","","Wooden statue of Eleven-faced Avalokitesvara bodhisattava with thousand hands(1 piece)","市指定有形文化財","彫刻","誓願寺","052094","0006135","秋田県鹿角市十和田毛馬内字城ノ下69","秋田県","鹿角市","十和田毛馬内字城ノ下","69","","40.26887","140.76605","","","0186-35-2035","","","","","0185334","1","駆","","誓願寺","1974-06-05","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaityoukoku/12790.html",""
"052094","BB0100003008","秋田県鹿角市","木造三十三観音菩薩像","モクゾウサンジュウサンカンノンボサツゾウ","","","市指定有形文化財","彫刻","長福寺","052094","0012135","秋田県鹿角市花輪字下花輪118","秋田県","鹿角市","花輪字下花輪","118","","40.1945","140.78931","","","0186-23-2334","","","","","0185201","","","","長福寺","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaityoukoku/12791.html",""
"052094","BB0100003009","秋田県鹿角市","木造釈迦三尊","モクゾウシャカサンゾン","","","市指定有形文化財","彫刻","万松寺","052094","0012268","秋田県鹿角市花輪字西町187","秋田県","鹿角市","花輪字西町","187","","40.21618","140.8021","","","0186-23-2647","","","","","0185201","","","","万松寺","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaityoukoku/12792.html",""
"052094","BB0100003010","秋田県鹿角市","魚盤","ギョバン","","","市指定有形文化財","彫刻","大円寺","052094","0003188","秋田県鹿角市十和田大湯字大湯147","秋田県","鹿角市","十和田大湯字大湯","147","","40.29034","140.83325","","","0186-37-2655","","","","","0185421","","","","大円寺","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaityoukoku/12794.html",""
"052094","BB0100003011","秋田県鹿角市","専正寺喚鐘","センショウジカンショウ","","Senjoji temple bell(1 unit)","市指定有形文化財","工芸","専正寺","052094","0012212","秋田県鹿角市花輪字寺ノ後16","秋田県","鹿角市","花輪字寺ノ後","16","","40.19371","140.78843","","","0186-23-3144","","","","","0185201","1","口","","専正寺","1990-03-26","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaikougeihin/12795.html",""
"052094","BB0100003012","秋田県鹿角市","花輪南館の時鐘","ハナワミナミカンノジショウ","","","市指定有形文化財","工芸","長年寺","052094","0012318","秋田県鹿角市花輪字中花輪80","秋田県","鹿角市","花輪字中花輪","80","","40.18639","140.79052","","","0186-23-2157","","","","","0185201","","","","長年寺","1990-03-26","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaikougeihin/12796.html",""
"052094","BB0100003013","秋田県鹿角市","井上常鄰記諸御用留帳","イノウエジョウリンキショゴヨウドメチョウ","","Inoue Jorin kishu, all of the imperial accounts(1 volume)","市指定有形文化財","古文書","個人","052094","0012000","秋田県鹿角市花輪","秋田県","鹿角市","花輪","","","","","","","","","","","","0185201","1","冊","","個人","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaikomonjo/12797.html",""
"052094","BB0100003014","秋田県鹿角市","中野家諸御用留帳","ナカノケショゴヨウドメチョウ","","Nakano family's various errand books(50 books)","市指定有形文化財","古文書","個人","052094","0012000","秋田県鹿角市花輪","秋田県","鹿角市","花輪","","","","","","","","","","","","0185201","50","冊","","個人","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaikomonjo/12798.html",""
"052094","BB0100003015","秋田県鹿角市","海沼家所蔵土器類","カイヌマケショゾウドキルイ","","","市指定有形文化財","考古資料","個人","052094","0001000","秋田県鹿角市尾去沢","秋田県","鹿角市","尾去沢","","","","","","","","","","","","0185202","1","式","","個人","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaikoukosiryo/12799.html",""
"052094","BB0100003016","秋田県鹿角市","縄文土器","ジョウモンドキ","","Jomon pottery(1 item)","市指定有形文化財","考古資料","個人","052094","0003000","秋田県鹿角市十和田大湯","秋田県","鹿角市","十和田大湯","","","","","","","","","","","","0185421","1","点","","個人","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaikoukosiryo/12800.html",""
"052094","BB0100003017","秋田県鹿角市","板碑","イタビ","","","市指定有形文化財","考古資料","八幡平","052094","0011000","秋田県鹿角市八幡平","秋田県","鹿角市","八幡平","","","","","","","","","","","","0185141","1","基","","個人","1979-02-21","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaikoukosiryo/12801.html",""
"052094","BB0100003018","秋田県鹿角市","板碑","イタビ","","","市指定有形文化財","考古資料","大日霊貴神社","052094","0011332","秋田県鹿角市八幡平字堂の上16","秋田県","鹿角市","八幡平字堂の上","16","","40.14451","140.80564","","","0186-32-2742","","","","","0185141","1","基","","大日霊貴神社","1979-02-21","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaikoukosiryo/12802.html",""
"052094","BB0100003019","秋田県鹿角市","鋒形石器(八幡平字根瀬出土)","ホコサキガタセッキ(ハチマンタイアザネセシュツド)","","","市指定有形文化財","考古資料","鹿角市出土文化財管理センター","052094","0003223","秋田県鹿角市十和田大湯字万座13","秋田県","鹿角市","十和田大湯字万座","13","","40.27465","140.80519","","","0186-37-3822","","","","","0185421","1","点","","鹿角市教育委員会","1998-04-15","","","","閉業","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaikoukosiryo/12805.html",""
"052094","BB0100003020","秋田県鹿角市","勾玉及び玉類(枯草坂古墳出土)","マガタマオヨビタマルイ(コソウザカコフンシュツド)","","","市指定有形文化財","考古資料","鹿角市出土文化財管理センター","052094","0003223","秋田県鹿角市十和田大湯字万座13","秋田県","鹿角市","十和田大湯字万座","13","","40.27465","140.80519","","","0186-37-3822","","","","","0185421","39","点","","鹿角市教育委員会","1998-04-15","","","","閉業","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazaikoukosiryo/12806.html",""
"052094","BB0100003021","秋田県鹿角市","奥州南部領図十郡","オウシュウナンブリョウズジュウグン","","Map of the ten counties in the southern part of Oshu(1 scroll)","市指定有形文化財","歴史資料","鹿角市教育委員会","052094","0012188","秋田県鹿角市花輪字荒田4-1","秋田県","鹿角市","花輪字荒田","4-1","","40.21593","140.78879","","","0186-30-0294","","","","","0185201","1","幅","","鹿角市教育委員会","2000-06-30","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazairekishishiryo/12807.html",""
"052094","BB0100003022","秋田県鹿角市","花輪通絵図","ハナワドオリエズ","","","市指定有形文化財","歴史資料","個人","052094","0011000","秋田県鹿角市八幡平","秋田県","鹿角市","八幡平","","","","","","","","","","","","0185141","","","","個人","2020-02-21","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeibunkazairekishishiryo/12808.html",""
"052094","BB0100003023","秋田県鹿角市","藍染の型紙","アイゾメノカタガミ","","","市指定有形民俗文化財","","鹿角市教育委員会","052094","0012188","秋田県鹿角市花輪字荒田4-1","秋田県","鹿角市","花輪字荒田","4-1","","40.21595","140.78885","","","0186-30-0294","","","","","0185201","586","枚","","鹿角市教育委員会","1974-03-19","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeiminzokubunkazai2/12810.html",""
"052094","BB0100003024","秋田県鹿角市","又鬼資料 3点(熊槍・カンジキ・雪ベラ)","マタギシリョウ(3テン クマヤリ・カンジキ・ユキベラ)","","Mataki materials(3 items : bear spear, kanjiki, and snow spatula)","市指定有形民俗文化財","","個人","052094","0003000","秋田県鹿角市十和田大湯","秋田県","鹿角市","十和田大湯","","","","","","","","","","","","0185421","3","点","","個人","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeiminzokubunkazai2/12811.html",""
"052094","BB0100003025","秋田県鹿角市","又鬼用具(アマブタ)","マタギヨウグ(アマブタ)","","","市指定有形民俗文化財","","十和田大湯","052094","0003000","秋田県鹿角市十和田大湯","秋田県","鹿角市","十和田大湯","","","","","","","","","","","","0185421","1","点","","個人","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeiminzokubunkazai2/12812.html",""
"052094","BB0100003026","秋田県鹿角市","又鬼用具(熊槍・玉造り器)","マタギヨウグ(クマヤリ・タマツクリキ)","","","市指定有形民俗文化財","","十和田大湯","052094","0003000","秋田県鹿角市十和田大湯","秋田県","鹿角市","十和田大湯","","","","","","","","","","","","0185421","3","点","","個人","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeiminzokubunkazai2/12813.html",""
"052094","BB0100003027","秋田県鹿角市","又鬼用具(火縄銃・鉛玉・煙硝入れ)","マタギヨウグ(ヒナワジュウ・ナマリイレ・エンショウイレ)","","","市指定有形民俗文化財","","十和田大湯","052094","0003000","秋田県鹿角市十和田大湯","秋田県","鹿角市","十和田大湯","","","","","","","","","","","","0185421","5","点","","個人","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeiminzokubunkazai2/12814.html",""
"052094","BB0100003028","秋田県鹿角市","火事装束","カジショウゾク","","Fire costume(set of 4)","市指定有形民俗文化財","","鹿角市教育委員会","052094","0012188","秋田県鹿角市花輪字荒田4-1","秋田県","鹿角市","花輪字荒田","4-1","","40.21595","140.78885","","","0186-30-0294","","","","","0185201","1","組","","鹿角市教育委員会","1974-03-19","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeiminzokubunkazai2/12815.html",""
"052094","BB0100003029","秋田県鹿角市","葦名神社の絵馬(付棟札 5点)","アシナジンジャノエマ(フムナフダ5テン)","","","市指定有形民俗文化財","","葦名神社","052094","0010150","秋田県鹿角市十和田山根字堂ノ上34","秋田県","鹿角市","十和田山根字堂ノ上","34","","40.30692","140.79594","","","0186-35-4639","","","","","0185331","133","点","","葦名神社","1974-03-19","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeiminzokubunkazai2/12816.html",""
"052094","BB0100003030","秋田県鹿角市","細布織機(付 細布1巻・細布印2コ)","サイフショッキ(ツキ サイフ1カン・サイフイン2コ)","","","市指定有形民俗文化財","","十和田錦木","052094","0009000","秋田県鹿角市十和田錦木","秋田県","鹿角市","十和田錦木","","","","","","","","","","","","0185336","","","","個人","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeiminzokubunkazai2/12817.html",""
"052094","BB0100003031","秋田県鹿角市","百人一首献額","ヒャクニンイッシュケンガク","","","市指定有形民俗文化財","","月山神社","052094","0006167","秋田県鹿角市十和田毛馬内字毛馬内沢32","秋田県","鹿角市","十和田毛馬内字毛馬内沢","32","","40.27614","140.73201","","","0186-29-5644","","","","","0185334","20","枚","","月山神社","1977-02-04","","","","","","","","","","","https://www.city.kazuno.lg.jp/kanko_bunka_sports/bunkazai/2/yuukeiminzokubunkazai2/12818.html",""
