全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考,,
220001,467,静岡県,横臥褶曲,ヨコブセシュウキョク,,,記念物,天然記念物,,,,静岡県,静岡県,,,,,,,,,,,,,,,,,,,1979/2/15,,,,,,,,,,,,非公開,,島田市
220001,469,静岡県,浜名惣社神明宮,ハマナソウジャシンメイグウ,,,有形文化財,建造物,,,,静岡県浜松市北区三ヶ日町三ヶ日122,静岡県,浜松市北区三ヶ日町三ヶ日122,,,,,,,,,,,,,,1,棟,,,1979/11/19,,,,,,,,,,,,,,浜松市
220001,470,静岡県,戸田の漁師踊・漁師唄,ヘダノリョウシオドリ・リョウシウタ,,,民俗文化財,無形民俗文化財,,,,静岡県,静岡県,,,,,,,,,,,,,,,,,,,1979/11/19,,,,,,,,,,,,https://youtu.be/1-sReT07O7Y,,沼津市
220001,471,静岡県,赤門上古墳,アカモンウエコフン,,,記念物,史跡,,,,静岡県浜松市浜北区内野643,静岡県,浜松市浜北区内野643,,,,,,,,,,,,,,1,基,,,1979/11/19,,,,,,,,,"全長56.3m、後円部径36.2m、後円部高4.9m、前方部幅14.7m、前方部高1.15m、古墳時代前期三方原台地の最東端、標高約35mの丘陵上に立地する内野古墳群の中核をなす前方後円墳である。前方部は低く狭く古式の特色を示している。後円部には木棺直葬によるものとみなされる内部主体があり四神四獣鏡、銅鏃、管玉等が発見されている。本県における古式古墳の稀有な一例に属するものである。赤門上古墳は、天竜川によって形成された沖積平野を見渡せる浜北市内野の舌状に延びる台地の端に築かれた後円部を北に、前方部を南にした前方後円墳である。全長56.3ｍ、後円部径36.2ｍ、高さ4.9ｍ、前方部幅14.7ｍ、高さ1.5ｍの規模で、わかりやすくいえば前方後円墳の後円部分が大きく、前方部分の幅が狭く高さも低い古墳で、これは古い前方後円墳の特徴である。昭和36年には、静岡県立浜名高等学校史学部によって発掘調査が実施された。後円部にあった主体部（埋葬部分）は全長5.5ｍの割竹形木棺であり、材質はクスノキで、直径１ｍ以上の大木を縦切りにしたもので、この木棺の支えとしたのか、木棺の北端にはコの字に粘土をまき、木棺の内部は朱で塗られていた。出土遺物は、三角縁四神四獣鏡、鉄剣、直刀、鉄製斧頭、?、刀子、不明鉄器、銅鏃、鉄鏃、碧玉製管玉が発見されている。三角縁四神四獣鏡や銅鏃は古い時期の古墳しか出土しない遺物である。このように、赤門上古墳は前方後円墳の形態が古いことや、出土遺物からも古墳時代前期（４世紀後半）に造営された古墳であることがわかっている。赤門上古墳から出土した三角縁四神四獣鏡の同笵鏡は、京都府椿井大塚山古墳、奈良県佐味田宝塚古墳、兵庫県吉島古墳、滋賀県雪野山古墳から発見されており、赤門上古墳の被葬者は畿内地域との関係があったと考えられる。（静岡県教育委員会1998『静岡県文化財ガイドブック原始・古代の史跡』より）※指定資料と紹介資料で古墳の規模が違う",,,随時,,浜松市
220001,472,静岡県,長者屋敷遺跡,チョウジャヤシキイセキ,,,記念物,史跡,,,,静岡県磐田市寺谷ほか,静岡県,磐田市寺谷ほか,,,,,,,,0538-32-9699,,,,,,,,,磐田市,1979/11/19,,,,,,,,,"磐田原台地上にある東西に長い長方状の区画をなす土塁及び堀の遺構で、土塁幅約10m、高さ2mで外法は東西90m、南北60mである。これらの遺構や出土遺物等から奈良時代の官衙的性格をもつものと思われ、当地方の政治文化を考える上で重要な遺跡である。磐田市の北部の磐田原台地の西縁近くに位置している。近くには古墳時代前期の前方後円墳「銚子塚古墳」や前方後方墳「小銚子塚古墳」がある。また、当遺跡周辺の台地縁には、旧石器時代の集落跡や古墳時代後期の小円墳が多数分布する。この地に土塁が存在することが、古くから地元では知られていた。その形状から中世の館跡ではないかと考えられていたが、昭和44年以降５回に渡る発掘調査の結果、７世紀末から８世紀にかけての役所的性格の濃い遺跡であることがわかった。遺跡を構成する主な遺構には、土塁・濠・掘立柱建物跡・土坑があった。土塁は、幅10ｍ、高さ３ｍあり、東西100ｍ×南北80ｍの方形状に巡っている。南側の土塁には濠をはさんでさらに南側にもうひとつの土塁があった。濠は南側を除いて土塁の内側にだけ巡り、幅３ｍ、深さ２ｍあり、貯水用ではないかと考えられている。掘立柱建物跡は３棟確認されている。南北16.5ｍ×東西5.5ｍの庇付きの建物と、これに接するように東西方向の建物跡がある。このほかにも柱穴が見つかっており、土塁内には数棟の建物があったようである。遺物には、７～８世紀の土器が多数あり、ほとんどが須恵器である。遺跡の性格としては、郡の役所跡、軍団跡、駅跡、豪族の館跡などさまざまな説がある。史跡指定地の面積は14,862m2あり、現在は史跡公園となっている。（静岡県教育委員会1998『静岡県文化財ガイドブック原始・古代の史跡』より）",,,随時,,磐田市
220001,473,静岡県,偽層理,ギソウリ,,,記念物,天然記念物,,,,静岡県下田市柿崎122-1・123,静岡県,下田市柿崎122-1・123,,,,,,,,,,,,,,,,,三島神社,1979/11/19,,,,,,,,,,,,,,下田市
220001,474,静岡県,勝間田山のコバノミツバツツジ群生地,カツマタヤマノコバノミツバツツジグンセイチ,,,記念物,天然記念物,,,,静岡県牧之原市静谷724-1.72,静岡県,牧之原市静谷724-1.72,,,,,,,,,,,,,,,,,,1979/11/19,,,,,,,,,,,,随時,,牧之原市
220001,475,静岡県,木造阿弥陀如来坐像,モクゾウアミダニョライザゾウ,,,有形文化財,彫刻,,,,静岡県湖西市新居町中之郷68-1,静岡県,湖西市新居町中之郷68-1,,,,,,,,053-594-0916,,,,,,1,躯,,応賀寺,1980/3/21,,,,,,,,,,,,随時盆、年末、行事前は休館有料：宝物料大人300円（一週間前までに予約）,,湖西市
220001,476,静岡県,木造薬師如来坐像,モクゾウヤクシニョライザゾウ,,,有形文化財,彫刻,,,,静岡県湖西市新居町中之郷68-1,静岡県,湖西市新居町中之郷68-1,,,,,,,,053-594-0916,,,,,,1,躯,,応賀寺,1980/3/21,,,,,,,,,,,,11月3日のみ公開,,湖西市
220001,477,静岡県,平田寺文書,ヘイデンジモンジョ,,,有形文化財,書跡・典籍・古文書,,,,静岡県牧之原市大江459,静岡県,牧之原市大江459,,,,,,,,,,,,,,１括47点,,,平田寺,1980/3/21,,,,,,,,,,,,,,牧之原市
220001,478,静岡県,窓泉寺山門附棟札,ソウセンジサンモンツケタリムナフダ,,,有形文化財,建造物,,,,静岡県掛川市西大渕5532,静岡県,掛川市西大渕5532,,,,,,,,0537-48-3230,,,,,,1,棟,,窓泉寺,1980/3/21,,,,,,,,,,,,,,掛川市
220001,479,静岡県,西楽寺本堂附本堂厨子,サイラクジホンドウツケタリホンドウズシ,,,有形文化財,建造物,,,,静岡県袋井市春岡字天白335-1,静岡県,袋井市春岡字天白335-1,,,,,,,,0538-48-6754,,,,,,1,棟,,宗教法人西楽寺,1980/11/28,,,,,,,,,"桁行5間、梁間5間、宝形造、桟瓦葺（復原柿葺）、延宝年間再建技術的、意匠的に江戸期（延宝5年、1677年ころの再建のめどがたつと記されている）の建築としては極めて優秀で貴重なものである。西楽寺は、中世から近世にかけて度重なる兵火や地震によって焼失・倒壊を繰り返し、現存する本堂は18世紀前期の享保年間に再建されたと考えられる。桁行５間の御堂で、正面１間の向拝は向唐破風とする。身舎の屋根の形状は、明治期に宝形造、桟瓦葺に改変されていたが、今回の修理工事によって、建立当時の入母屋造、?葺に復原され、特に入母屋の妻飾りは新たな姿を見せている。内陣の須弥壇には、禅宗様で統一された附指定の厨子が安置されている。（静岡県教育委員会2000『文化財ガイドブック建造物編』より）",,,外観及び内部は外陣のみ公開,,袋井市
220001,480,静岡県,楽寿館楽寿の間絵画,ラクジュカンラクジュノマカイガ,,,有形文化財,絵画,,,,静岡県三島市一番町19-3,静岡県,三島市一番町19-3,,,,,,,,,,,,,,210,面,,三島市,1980/11/28,,,,,,,,,,,,1日6回4-10月午前10時-午後3時30分11-3月午前10時-午後3時※楽寿園の入園料が必要休園月曜日(祝日の場合は翌日）、12/27-1/2,,三島市
220001,481,静岡県,木造毘沙門天立像,モクゾウビシャモンテンリュウゾウ,,,有形文化財,彫刻,,,,静岡県湖西市新居町中之郷68-1,静岡県,湖西市新居町中之郷68-1,,,,,,,,053-594-0916,,,,,,1,躯,,応賀寺,1980/11/28,,,,,,,,,"鎌倉時代の榧材寄木造。小ぶりだが写実的で力強い天部像である。（静岡県教育委員会1998『文化財ガイドブック彫刻編』より）",,,随時盆、年末、行事前は休館有料：宝物料大人300円（一週間前までに予約）,,湖西市
220001,482,静岡県,日本書紀並びに具書,ニホンショキナラビニグショ,,,有形文化財,書跡・典籍・古文書,,,,静岡県三島市大宮町2-1-5,静岡県,三島市大宮町2-1-5,,,,,,,,,,,,,,６巻６軸,,,三嶋大社,1980/11/28,,,,,,,,,"日本書紀は、いうまでのまく古事記と並ぶ日本最古の歴史書。天武天皇の皇子舎人親王らによる勅撰の史書。神代から持統天皇までを、漢文による編年体で記す。三嶋大社には日本書紀が３巻３軸あり、内容は神代上・中・下である。具書が３巻３軸、内容は中臣祓解除・神口決・二十一社守護記である。（静岡県教育委員会1995『ふるさと静岡県文化財写真集５絵画・書跡・典籍・古文書編』より）",,,不定期午前9時-午後4時,,三島市
220001,483,静岡県,日向の七草祭,ヒナタノナナクサマツリ,,,民俗文化財,無形民俗文化財,,,,静岡県静岡市葵区日向福田寺観音堂,静岡県,静岡市葵区日向福田寺観音堂,,,,,,,,,,,,,,,,,,1980/11/28,,,,,,,,,,,,毎年旧暦七草（1月7日）に実施,,静岡市
220001,485,静岡県,相良油田油井,サガラユデンユセイ,,,記念物,天然記念物,,,,静岡県,静岡県,,,,,,,,,,,,,,,,,,,1980/11/28,,,,,,,,,"表日本唯一の油田で母岩は女神背斜構造をつくる相良層群最下部の時ヶ谷砂礫泥互層、その地質時代は中新世中期末（1,100万年前）良質の原油を産する。日本海側の秋田・新潟で石油が採れたということはよく知られているが、太平洋側で唯一つここ相良でも産出した。最盛期は明治の頃で手掘の井戸が、管ヶ谷を中心にかなりたくさんあった。その後はやぐらを組んだ機械掘の井戸も掘られ、その最後の一つが大知ヶ谷に残っている。やぐらの背後には旧相良町によって、昔の手掘井戸が復元されている。産出量は少なかったが質は良く、そのまま飛行機を飛ばすことができたという。石油を含む地層は日本海側のそれと同じ時代のもので、遠州灘沖にもこの地層が伸びているので将来石油採掘の可能性もないことはない。（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,油田の里公園牧之原市2861-1午前９時～午後４時火曜日（火曜日が祝日の場合はその翌日）及び年末年始（12月29日～１月３日）休館,,牧之原市
220001,486,静岡県,御浜岬のイヌマキ群生地,ミハマミサキノイヌマキグンセイチ,,,記念物,天然記念物,,,,静岡県沼津市戸田2710-1271,静岡県,沼津市戸田2710-1271,,,,,,,,,,,,,,,,,,1980/11/28,,,,,,,,,"目通3.4ｍ、3.1ｍ、樹高27.0ｍ、25.0ｍ、枝張り（長径）15～20ｍ、10～20ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,,,沼津市
220001,487,静岡県,安楽寺のクス,アンラクジノクス,,,記念物,天然記念物,,,,静岡県伊豆市土肥709,静岡県,伊豆市土肥709,,,,,,,,,,,,,,1,本,,安楽寺,1980/11/28,,,,,,,,,"根廻14.2ｍ、目通7.4ｍ、樹高25.0ｍ、枝張り（長径）28.0ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,随時,,伊豆市
220001,488,静岡県,田沢のイヌマキ,タザワノイヌマキ,,,記念物,天然記念物,,,,静岡県,静岡県,,,,,,,,,,,,,,,1,本,,,1980/11/28,,,,,,,,,"ラカンマキと比べるとイヌマキは、似ているが葉が大きく、木全体も大きくなる。老樹になると枝は垂れ、灰白色の樹皮は縦に浅く裂けて薄くむけてくる。根廻8.3ｍ、目通3.8ｍ、樹高28.0ｍ、枝張り（長径）19.0ｍ（静岡県教育委員会1992『ふるさと静岡県文化財写真集２名勝・史跡・天然記念物編』より）",,,,,伊豆市
220001,489,静岡県,大神山八幡宮境内社熱田神社本殿附棟札３枚,オオカミヤマハチマングウケイダイシャアツタジンジャホンデンツケタリムナフダ3マイ,,,有形文化財,建造物,,,,静岡県,静岡県,,,,,,,,,,,,,,,1,棟,,,1981/3/16,,,,,,,,,,,,覆屋の外から観覧可能,,湖西市
220001,490,静岡県,王の舞面,オウノブメン,,,有形文化財,彫刻,,,,静岡県,静岡県,,,,,,,,,,,,,,,1,面,,,1981/3/16,,,,,,,,,,,,,,浜松市
220001,491,静岡県,舞楽面陵王,ブガクメンリョウオウ,,,有形文化財,彫刻,,,,静岡県静岡市清水区村松2188,静岡県,静岡市清水区村松2188,,,,,,,,,,,,,,1,面,,宗教法人鉄舟禅寺,1981/3/16,,,,,,,,,,,,,,静岡市
220001,493,静岡県,千頭峯城跡,セントウガミネジョウアト,,,記念物,史跡,,,,静岡県浜松市北区三ヶ日町摩訶耶346-1ほか,静岡県,浜松市北区三ヶ日町摩訶耶346-1ほか,,,,,,,,,,,,,,,,,,1981/3/16,,,,,,,,,,,,随時,,浜松市
220001,494,静岡県,天神山男神石灰岩,テンジンヤマオカミセッカイガン,,,記念物,天然記念物,,,,静岡県,静岡県,,,,,,,,,,,,,,,,,,,1981/3/16,,,,,,,,,,,,随時,,牧之原市
220001,495,静岡県,渡辺崋山筆呂公釣渭図,ワタナベカザンヒツリョコウチョウイズ,,,有形文化財,絵画,,,,静岡県,静岡県,,,,,,,,,,,,,,,1,幅,,,1981/10/23,,,,,,,,,,,,公開は事前協議による,,浜松市
220001,496,静岡県,富士浅間曼荼羅図,フジセンゲンマンダラズ,,,有形文化財,絵画,,,,静岡県静岡市駿河区谷田53-2,静岡県,静岡市駿河区谷田53-2,,,,,,,,,,,,,,1,幅,,富士山本宮浅間大社,1981/10/23,,,,,,,,,"絹本著色掛幅縦91.5cm、横67.3cm、室町時代富士山とその本宮浅間神社を中心に清見寺や三保松原海岸などを曼荼羅形式で図写したものである。画面下半分が海と河川と神社を描くことに使い、神社周辺からはさかんに夏の雲が立ち上る。神社と湧玉池を中心に河川と海、そしてそこで活動する人々を描く部分が大きい。馬・船・鳥に、海でみそぎする人々、川でみそぎをする人々、湧玉池でみそぎをする人々、旅をする人々、これらがのどかに描かれている。山自体は画面の上部３分の１か４分の１くらいの分量になる。この部分の雲霞は水平にたなびくかたちに描きわけてあり、異なる世界であることを示すものと考えられる。重文の富士曼荼羅に比べると、山頂には仏も描かれてはいず、斜面を上る登拝者もいない。左右に日と月もなく、富士の山体の右側に接する愛鷹山もあり、富士の斜面も誇張され過ぎず、リアルな感じが強い。（静岡県教育委員会1995『ふるさと静岡県文化財写真集５絵画・書跡・典籍・古文書編』より）",,,,,静岡市
220001,497,静岡県,木造伝大日如来坐像,モクゾウデンダイニチニョライザゾウ,,,有形文化財,彫刻,,,,静岡県,静岡県,,,,,,,,,,,,,,,1,躯,,正善寺,1981/10/23,,,,,,,,,"像高103.0cm、桧材、寄木造、彩色及び古色、玉眼嵌入鎌倉時代鎌倉時代前期の檜材寄木造。慶派の作品。台座に付いていた銘札によれば、元久２（1205）年、大仏師雲慶作の大日如来と伝えられている。（静岡県教育委員会1998『文化財ガイドブック彫刻編』より）",,,,,南伊豆町
220001,498,静岡県,応賀寺薬師堂,オウガジヤクシドウ,,,有形文化財,建造物,,,,静岡県湖西市新居町中之郷68-1,静岡県,湖西市新居町中之郷68-1,,,,,,,,053-594-0916,,,,,,1,棟,,応賀寺,1981/10/23,,,,,,,,,"桁行5間、梁間5間、向拜1間付、宝形造桟瓦葺、江戸初期に改築されているが円柱、斗?、地?、飛檐?には室町期の手法がみられる。建立年代について寛永19年（1642）と伝えられているが、これを裏付ける確かな史料は無い。修理工事の結果、室町時代末期頃に軒先の丸桁まで組み立てられたものが、何らかの理由により仮屋根を掛けた状態で中断されたことが想定されている。その後江戸時代の前期頃には、現在のような建物の完成をみたものと考えられる。桁行５間、梁間５間、寄棟造、茅葺形銅板葺。木鼻・虹梁などの絵様彫刻の意匠や、化粧部材の仕上げが鑓鉋のようであることなどから、16世紀末頃の様式を感じ取ることができる。（静岡県教育委員会2000『文化財ガイドブック建造物編』より）",,,随時(外観のみ),,湖西市
220001,499,静岡県,大瀬神社奉納漁船模型,オセジンジャホウノウギョセンモケイ,,,民俗文化財,有形民俗文化財,,,,静岡県沼津市西浦江梨字大瀬329,静岡県,沼津市西浦江梨字大瀬329,,,,,,,,,,,,,,32,隻,,大瀬神社,1981/10/23,,,,,,,,,"寸法全長23cm、巾6cm高さ6cmから全長207cm巾50cm、高さ45cm明治、大正、昭和にわたる木造漁船とその信仰の様相を物語る資料である。大瀬崎はビャクシンの大樹に囲まれた淡水の水をたたえる神池もあり、古代から西浦、内浦の漁師はもとより駿河湾で漁をする浦々から漁師の神として信仰されてきた大瀬神社が鎮座する。漁船を新造するとその模型を舟大工に造らせ大瀬神社に奉納し、海上安全と豊漁を祈願したもので、残される32隻もの模型船は明治・大正・昭和にわたる木造漁船とその信仰を物語るものとして重要である。（静岡県教育委員会1994『ふるさと静岡県文化財写真集４民俗文化財・無形文化財編』より）",,,,,沼津市
220001,501,静岡県,絹本著色釈迦十六善神像,ケンポンチャクショクシャカジュウロクゼンジンゾウ,,,有形文化財,絵画,,,,静岡県,静岡県,,,,,,,,,,,,,,,1,幅,,,1982/2/26,,,,,,,,,,,,,,磐田市
220001,502,静岡県,木造千手観音立像,モクゾウセンジュカンノンリュウゾウ,,,有形文化財,彫刻,,,,静岡県,静岡県,,,,,,,,,,,,,,,1,躯,,,1982/2/26,,,,,,,,,,,,京都国立博物館に寄託,,静岡市
220001,503,静岡県,新葉和歌集,シンヨウワカシュウ,,,有形文化財,書跡・典籍・古文書,,,,静岡県,静岡県,,,,,,,,,,,,,,,1,冊,,,1982/2/26,,,,,,,,,,,,,,牧之原市
220001,504,静岡県,比波預天神社のホルトノキ,ヒワヨテンジンシャノホルトノキ,,,記念物,天然記念物,,,,静岡県伊東市宇佐美432,静岡県,伊東市宇佐美432,,,,,,,,,,,,,,1,本,,宗教法人比波預天神社,1982/2/26,,,,,,,,,,,,随時,,伊東市
220001,505,静岡県,木造薬師如来坐像,モクゾウヤクシニョライザゾウ,,,有形文化財,彫刻,,,,静岡県,静岡県,,,,,,,,,,,,,,,1,躯,,,1982/11/26,,,,,,,,,,,,4月第1日曜日、10月第2日曜日のみ午前10時-午後3時30分,,伊豆市
220001,506,静岡県,報本寺のオガタマノキ,ホウホンジノオガタマノキ,,,記念物,天然記念物,,,,静岡県下田市加増野420,静岡県,下田市加増野420,,,,,,,,,,,,,,1,本,,報本寺,1982/11/26,,,,,,,,,,,,随時午前8時-午後5時,,下田市
220001,507,静岡県,爪木崎の柱状節理,ツメキザキノチュウジョウセツリ,,,記念物,天然記念物,,,,静岡県下田市須崎1237-1,静岡県,下田市須崎1237-1,,,,,,,,,,,,,,,,,須崎財産区,1982/11/26,,,,,,,,,,,,随時午前9時-午後4時,,下田市
220001,508,静岡県,医王寺薬師堂天井画雲龍図１面、天女図４面、花卉図50面,イオウジヤクシドウテンジョウガウンリュウズイチメン、テンニョズヨメン、カキズゴジュウメン,,,有形文化財,絵画,,,,静岡県島田市金谷古横町159-1,静岡県,島田市金谷古横町159-1,,,,,,,,,,,,,,55,面,,宗教法人医王寺,1983/2/25,,,,,,,,,,,,随時午前8時30分-午後5時,,島田市
220001,509,静岡県,新居関所関係資料,アライセキショカンケイシリョウ,,,有形文化財,歴史資料,,,,静岡県湖西市新居町新居1227-5,静岡県,湖西市新居町新居1227-5,,,,,,,,053-594-3615,,,,,,151,点,,湖西市,1983/2/25,,,,,,,,,,,,月曜休館午前9時-午後４時30分要事前連絡（閲覧には資料利用申請の提出必要）,,湖西市
220001,511,静岡県,勝間田城跡,カツマタジョウセキ,,,記念物,史跡,,,,静岡県,静岡県,,,,,,,,,,,,,,,,,,,1983/2/25,,,,,,,,,,,,随時,,牧之原市
220001,512,静岡県,中新井池のオニバス,ナカアライイケノオニバス,,,記念物,天然記念物,,,,静岡県掛川市大渕2816,静岡県,掛川市大渕2816,,,,,,,,,,,,,,,,,財務省,1983/2/25,,,,,,,,,,,,,,掛川市
220001,513,静岡県,油山寺方丈,ユサンジホウジョウ,,,有形文化財,建造物,,,,静岡県袋井市村松字境前3,静岡県,袋井市村松字境前3,,,,,,,,0538-42-3633,,,,,,1,棟,,宗教法人油山寺,1983/9/27,,,,,,,,,,,,有料公開,,袋井市
220001,514,静岡県,紙本墨画淡彩山水画,シホンボクガタンサイサンスイガ,,,有形文化財,絵画,,,,静岡県菊川市半済1550,静岡県,菊川市半済1550,,,,,,,,0537-35-0775,,,,,,4,幅,,学校法人常葉学園常葉美術館,1983/9/27,,,,,,,,,,,,随時該当展覧会時に展示公開,,菊川市
220001,516,静岡県,撰要寺墓塔群,センヨウジボトウグン,,,記念物,史跡,,,,静岡県掛川市山崎1305,静岡県,掛川市山崎1305,,,,,,,,0537-48-2293,,,,,,45,基,,撰要寺,1983/9/27,,,,,,,,,,,,,,掛川市
220001,517,静岡県,青埴神社の枝垂イロハカエデ,アオハニジンジャノシダレイロハカエデ,,,記念物,天然記念物,,,,静岡県伊豆市青羽根138,静岡県,伊豆市青羽根138,,,,,,,,,,,,,,1,本,,青羽根区,1983/9/27,,,,,,,,,,,,随時,,伊豆市
220001,518,静岡県,瀬浜海岸のトンボロ,セハマカイガンノトンボロ,,,記念物,天然記念物,,,,静岡県,静岡県,,,,,,,,,,,,,,,,,,,1983/9/27,,,,,,,,,,,,随時,,西伊豆町
220001,519,静岡県,木造薬師如来坐像１躯ほか10躯,モクゾウヤクシニョライザゾウイックホカ10ク,,,有形文化財,彫刻,,,,静岡県河津町河津町谷津138,静岡県,河津町河津町谷津138,,,,,,,,,,,,,,11,躯,,谷津区,1984/3/23,,,,,,,,,,,,,,河津町
220001,520,静岡県,甲塚のクロガネモチ,カブトヅカノクロガネモチ,,,記念物,天然記念物,,,,静岡県磐田市見付4075-1,静岡県,磐田市見付4075-1,,,,,,,,0538-32-9699,,,,,,1,本,,磐田市,1984/3/23,,,,,,,,,,,,随時,,磐田市
220001,521,静岡県,富士山芝川溶岩の柱状節理,フジサンシバカワヨウガンノチュウジョウセツリ,,,記念物,天然記念物,,,,静岡県富士宮市羽鮒1539-2,静岡県,富士宮市羽鮒1539-2,,,,,,,,,,,,,,,,,,1984/3/23,,,,,,,,,,,,随時,,富士宮市
220001,522,静岡県,木造地蔵菩薩坐像,モクゾウジゾウボサツザゾウ,,,有形文化財,彫刻,,,,静岡県磐田市見付1340-1,静岡県,磐田市見付1340-1,,,,,,,,,,,,,,1,躯,,宗教法人宣光寺,1984/11/30,,,,,,,,,,,,随時,,磐田市
220001,523,静岡県,木造毘沙門天立像,モクゾウビシャモンテンリュウゾウ,,,有形文化財,彫刻,,,,静岡県磐田市見付1340-1,静岡県,磐田市見付1340-1,,,,,,,,,,,,,,1,躯,,宗教法人宣光寺,1984/11/30,,,,,,,,,,,,随時,,磐田市
220001,524,静岡県,旧山瀬家のコヤ（産屋）,キュウヤマセケノコヤ（ウブヤ）,,,民俗文化財,有形民俗文化財,,,,静岡県浜松市北区細江町気賀1015-1,静岡県,浜松市北区細江町気賀1015-1,,,,,,,,,,,,,,1,棟,,,1984/11/30,,,,,,,,,,,,随時外観のみ,,浜松市
220001,525,静岡県,大東町八坂神社の祇園囃子と祭礼行事,ダイトウチョウヤサカジンジャノギオンバヤシトサイレイギョウジ,,,民俗文化財,無形民俗文化財,,,,静岡県掛川市中2311番地の１,静岡県,掛川市中2311番地の１,,,,,,,,,,,,,,1,件,,八坂神社祭典保存会,1984/11/30,,,,,,,,,,,,八坂神社祇園祭開催時,,掛川市
220001,526,静岡県,本興寺奥書院,ホンコウジオクショイン,,,有形文化財,建造物,,,,静岡県湖西市鷲津384,静岡県,湖西市鷲津384,,,,,,,,053-576-0054,,,,,,1,棟,,本興寺,1985/3/19,,,,,,,,,,,,随時午前9時-午後4時30分入場：有料,,湖西市
220001,527,静岡県,木造地蔵菩薩坐像,モクゾウジゾウボサツザゾウ,,,有形文化財,彫刻,,,,静岡県小山町竹之下1462,静岡県,小山町竹之下1462,,,,,,,,,,,,,,1,躯,,,1985/3/19,,,,,,,,,,,,60年に1回の本開帳。次回は2036年。,,小山町
220001,528,静岡県,田代神楽,タシロカグラ,,,民俗文化財,無形民俗文化財,,,,静岡県川根本町田代432,静岡県,川根本町田代432,,,,,,,,,,,,,,,,,田代神楽保存会,1985/3/19,,,,,,,,,,,,例大祭３年に一度９月中旬大井神社,,川根本町
220001,529,静岡県,犬居城跡,イヌイジョウアト,,,記念物,史跡,,,,静岡県浜松市天竜区春野町堀之内,静岡県,浜松市天竜区春野町堀之内,,,,,,,,,,,,,,,,,,1985/3/19,,,,,,,,,,,,随時,,浜松市
220001,530,静岡県,修善寺ハリストス正教会顕栄聖堂【附】顕栄会聖堂建築費１冊修善寺教会記録１冊,シュゼンジハリストスセイキョウカイケンエイセイドウツケタリケンエイセイドウケンチクヒイッサツシュゼンジキョウカイキロクイッサツ,,,有形文化財,建造物,,,,静岡県,静岡県,,,,,,,,,,,,,,,1,棟,,宗教法人修善寺ハリストス正教会,1985/11/29,,,,,,,,,,,,原則第2日曜日のみ午前10時-午後12時要事前連絡,,伊豆市
220001,531,静岡県,大鍋子守神社の神楽,オオナベネノカミジンジャノカグラ,,,民俗文化財,無形民俗文化財,,,,静岡県河津町大鍋字立間390番地,静岡県,河津町大鍋字立間390番地,,,,,,,,,,,,,,1,件,,大鍋子守神社神楽保存会,1985/11/29,,,,,,,,,,,,毎年10月15日大鍋子守神社,,河津町
220001,532,静岡県,猪之頭のミツバツツジ,イノガシラノミツバツツジ,,,記念物,天然記念物,,,,静岡県富士宮市猪之頭688,静岡県,富士宮市猪之頭688,,,,,,,,,,,,,,1,本,,,1985/11/29,,,,,,,,,,,,随時,,富士宮市
220001,533,静岡県,大平のコウヤマキ,オオヒラノコウヤマキ,,,記念物,天然記念物,,,,静岡県静岡市清水区大平壱枚野1167-8,静岡県,静岡市清水区大平壱枚野1167-8,,,,,,,,,,,,,,1,本,,林野庁,1985/11/29,,,,,,,,,,,,,,静岡市
220001,534,静岡県,一幡神社の御榊神事,イチマンジンジャノオサカキシンジ,,,民俗文化財,無形民俗文化財,,,,静岡県牧之原市菅ヶ谷3786,静岡県,牧之原市菅ヶ谷3786,,,,,,,,,,,,,,1,件,,一幡神社御榊神事保存会,1986/3/22,,,,,,,,,,,,毎年２月10日前後の日曜日,,牧之原市
220001,535,静岡県,長楽寺庭園,チョウラクジテイエン,,,記念物,名勝,,,,静岡県浜松市北区細江町気賀7953-1,静岡県,浜松市北区細江町気賀7953-1,,,,,,,,,,,,,,1,件,,,1986/3/22,,,,,,,,,,,,随時午前9時-午後4時（不定休）有料,,浜松市
220001,536,静岡県,医王寺薬師堂,イオウジヤクシドウ,,,有形文化財,建造物,,,,静岡県島田市金谷古横町159-1,静岡県,島田市金谷古横町159-1,,,,,,,,,,,,,,1,棟,,宗教法人医王寺,1986/12/5,,,,,,,,,,,,随時午前8時30分-午後5時,,島田市
