都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
122335,0400000013,千葉県,富里市,太政官高札,ダジョウカンコウサツ,,An Old Government Bulletin Board,富里市指定有形文化財,美術工芸品,富里市立図書館,,,35.726878,140.338731,(0476)93-7641,542,6,点,,個人,1993-03-25,,,,,,,明治元年（1868年）明治政府により「五箇条の御誓文」が布告され、同時に明治政府の支配下の高札場に掲げられた「五榜の掲示」と呼ばれる高札である。本市にはこれらの5枚の他に、「阿片の禁止」について掲示したものも残されている。,,,,http://www.city.tomisato.lg.jp/0000001185.html,
122335,0400000014,千葉県,富里市,木造聖徳太子二歳立像,モクゾウショウトクタイシニサイリュウゾウ,,,富里市指定有形文化財,美術工芸品,,千葉県富里市日吉倉483,円勝寺,35.769219,140.325522,(0476)93-7641,542,1,躯,,円勝寺,2005-11-22,,,,,,,平成5年に日吉倉の円勝寺にて再建された太子堂に安置されている木造の仏像である。聖徳太子が二歳の時に東に向かって「南無仏」と唱えた姿を模している。秘仏のため60年に一度の開帳であったが、2010年より10年に一度の開帳となっている。,,,,http://www.city.tomisato.lg.jp/0000001187.html,
122335,0400000015,千葉県,富里市,木造釈迦如来坐像,モクゾウシャカニョライザゾウ,,,富里市指定有形文化財,美術工芸品,,千葉県富里市日吉倉484,円勝寺,35.769422,140.326094,(0476)93-7641,542,1,躯,,円勝寺,2005-11-22,,,,,,,日吉倉の円勝寺の念仏堂に安置されていた木造の仏像である。檜材の一木造りの小型の仏像であり、藤原仏特徴をよく表している。,,,,http://www.city.tomisato.lg.jp/0000001189.html,
122335,0400000016,千葉県,富里市,新橋観音堂の石造物群,ニッパシカンノンドウノセキゾウブツグン,,The Stones of NIPPASHI Kannon,富里市指定有形文化財,美術工芸品,,千葉県富里市新橋245－1,新橋観音堂,35.722494,140.304436,(0476)93-7641,542,5,基,,新橋区,2008-06-24,,,,,,,新橋にある真乗院（観音堂）境内に集められた石造物群であり、下総型板碑1基、馬頭観音像塔3基、十五夜講塔1基からなる。下総型板碑は分布の南限を示すものであり、馬頭観音像塔のうちのひとつは、当市の馬頭観音像塔の中で最も古い延享元年（1744年）の造立である。,,,,http://www.city.tomisato.lg.jp/0000001192.html,
122335,0400000017,千葉県,富里市,大和の福寿草群落,オオワノフクジュソウグンラク,,,富里市指定記念物;天然記念物,,,,,,,(0476)93-7641,542,3240,㎡,,個人,2008-06-24,,,,,,,この福寿草群落は、陸奥福寿草の群落であり、全国的に盗掘による個体数の減少が懸念されている。よって、場所については非公開となっている。,,,,http://www.city.tomisato.lg.jp/0000001196.html,
122335,0400000018,千葉県,富里市,大和区文書,オオワクユウモンジョ,,,富里市指定有形文化財,美術工芸品,富里市文化財収蔵庫,七栄853－1,,35.727062,140.335481,(0476)93-7641,542,59,点,1000020122335,富里市,2009-08-25,,,,,,,近世から現代に至る864点のうち土地関連の59点を指定した。このうちの「下総印東庄大輪御縄水帳（写本）」は天正19年（1591年）実施の検地の成果を示すものである。,,,,http://www.city.tomisato.lg.jp/0000001197.html,
122335,0400000019,千葉県,富里市,三谷胤政供養塔,ミタニタネマサクヨウトウ,,A Memorial Stone Erected for The Repose of Tanemasa Mitani's Soul,富里市指定有形文化財,美術工芸品,,千葉県富里市中沢593,昌福寺境内,35.723916,140.31543,(0476)93-7641,542,1,基,,昌福寺,2010-07-26,,,,,,,この石造物は、中沢にある昌福寺境内に所在し、三谷胤政はこの寺を慶長年間に開基した人物であると伝わります。像容が優れており、17世紀から18世紀に造立された石造物である。,,,,http://www.city.tomisato.lg.jp/0000001199.html,
122335,0400000020,千葉県,富里市,センダイタイゲキ及びカタクリ自生地,センダイタイゲキオヨビカタクリジセイチ,,,富里市指定記念物;天然記念物,,,,,,,(0476)93-7641,542,1,箇所,,個人,2011-08-02,,,,,,,ｾﾝﾀﾞｲﾀｲｹﾞｷ（仙台大戟）は、関東以北に分布するﾄｳﾀﾞｲｸﾞｻ科の植物で、本自生地が南限であると考えられる。ｶﾀｸﾘはﾕﾘ科に属する多年草で、日本各地に分布している。,,,,http://www.city.tomisato.lg.jp/0000001204.html,
122335,0400000021,千葉県,富里市,駿馬鎌倉の碑,シュンメカマクラノヒ,,,富里市指定有形文化財,美術工芸品,,,,,,(0476)93-7641,542,1,基,,個人,2011-08-02,,,,,,,近代競馬の黎明期である明治時代に活躍した「鎌倉号」の墓碑である。戦績は2年間で48戦32勝という記録を残した南部駒で、久能村の藤崎忠貞氏が所有していた。国内で確認された馬の墓碑としては、最も古いものである可能性が指摘されている。,,,,http://www.city.tomisato.lg.jp/0000001207.html,
122335,0400000022,千葉県,富里市,末廣農場実測図,スエヒロボクジョウジッソクズ,,,富里市指定有形文化財,美術工芸品,,千葉県富里市七栄652-1,,35.727347,140.343873,(0476)93-7641,542,1,巻,1000020122335,富里市,2011-08-02,,,,,,,この実測図は大正3年（1914年）に末廣農場の面積把握のために作成されたものである。長さ5m30cm、幅1m60cmのロールｹﾝﾄ紙を用いており、当時の日本では生産されておらず、英国製の海図用を用いていると考えられる。,,,,http://www.city.tomisato.lg.jp/0000001209.html,
122335,0400000023,千葉県,富里市,旧末廣農場跡,キュウスエヒロノウジョウアト,,,富里市指定記念物;史跡,,,千葉県富里市七栄650-2　外,,35.735145,140.336758,(0476)93-7641,542,42158.13,㎡,1000020122335,富里市,2013-02-28,,,,,,,明治20年に三菱の二代目社長であった岩﨑彌之助氏が購入し、当初は111万本の植林事業を展開したが、大正元年に三代目所長の岩﨑久彌氏によって、農場として開設された。昭和20年の敗戦にって実施された財閥解体と農地解放によって閉場となった。,,,,http://www.city.tomisato.lg.jp/0000004697.html,
122335,0400000024,千葉県,富里市,南大溜袋遺跡,ミナミオオタメブクロイセキ,,,富里市指定記念物;史跡,,,千葉県富里市七栄91-8,,35.730293,140.306456,(0476)93-7641,542,156,㎡,,個人,2013-02-28,,,,,,,昭和50年県指定となった40㎡の周囲を、平成19年度から平成21年度に掛けて範囲確認を実施し、遺物の出土した156㎡について市の指定とした。,,,,http://www.city.tomisato.lg.jp/0000004698.html,
122335,0400000025,千葉県,富里市,久能臥龍桜,クノウガリュウザクラ,,,富里市指定記念物;天然記念物,,,千葉県富里市久能704－1,,35.753324,140.332265,(0476)93-7641,542,1,本,,個人,2013-02-28,,,,,,,久能地区に所在する山桜であるが、まるで龍が横たわっているような姿で幹を伸ばしている。市内の山桜の中でも、最も古いものである。,,,,http://www.city.tomisato.lg.jp/0000004699.html,
122335,0400000026,千葉県,富里市,不二道孝心講塔,フジドウコウシンコウトウ,,,富里市指定有形文化財,美術工芸品,,千葉県成田市西三里塚1－196,,35.744026,140.359578,(0476)93-7641,542,1,基,,根木名区,2013-02-28,,,,,,,富士山を信仰する「富士講」から分派した「不二道孝心講」は、日常的道徳実践を説き、社会奉仕事業として、道路・橋・堤防などの土木改修工事を行っていた。根木名地区の住民が造立した石造物であり、不二道孝心講の活動の南限であると考えられる。,,,,http://www.city.tomisato.lg.jp/0000004709.html,
122335,0400000027,千葉県,富里市,京?退歩の書,キョウザンタイホノショ,,,富里市指定有形文化財,美術工芸品,,千葉県富里市中沢593,昌福寺,35.723812,140.315482,(0476)93-7641,542,7,点,,昌福寺,2015-03-24,,,,,,,中沢の昌福寺21世である「京?」は、東京帝国大学印度哲学科の初代講師となる原担山を論破した曹洞宗の僧侶である。晩年をこの地で過ごした時の書の5幅・1隻・1面を指定している。,,,,,
122335,0400000028,千葉県,富里市,旧岩崎家末廣別邸主屋,キュウイワサキケスエヒロベッテイシュオク,末廣別邸,,国登録有形文化財,建造物,,千葉県富里市七栄650-2,,35.735179,140.337648,(0476)93-7641,542,1,棟,1000020122335,富里市,2013-12-24,,,,,,,三菱の三代目社長である岩崎久彌氏が、社長退任後に自身の経営する末廣農場で過ごすために建築した別邸である。大正15年に上棟式が行われており、昭和初期には竣工していたと考えられる。,,,,http://www.city.tomisato.lg.jp/0000009608.html,
122335,0400000029,千葉県,富里市,旧岩崎家末廣別邸東屋,キュウイワサキケスエヒロベッテイアズマヤ,末廣別邸,,国登録有形文化財,建造物,,千葉県富里市七栄650-2,,35.734729,140.338292,(0476)93-7641,542,1,棟,1000020122335,富里市,2013-12-24,,,,,,,末廣農場の別邸に付属する建物のひとつであり、洋風の応接室としての用途が想起される。野趣の強い用材を用いており、椅子に座って庭園を楽しむための、和洋折衷の建物となっている。,,,,http://www.city.tomisato.lg.jp/0000009608.html,
122335,0400000030,千葉県,富里市,旧岩崎家末廣別邸石蔵,キュウイワサキケスエヒロベッテイイシグラ,末廣別邸,,国登録有形文化財,建造物,,千葉県富里市七栄650-2,,35.735299,140.337785,(0476)93-7641,542,1,棟,1000020122335,富里市,2013-12-24,,,,,,,末廣農場の別邸に付属する建物のひとつで、木軸の外周に大谷石を積み廻し、スクラッチタイルを貼り付けている。屋根は桟瓦葺きで、分厚い鉄製の鎧戸を有するこの建物は、農場の貴重品などを収納する耐火性の高い建物である。,,,,http://www.city.tomisato.lg.jp/0000009608.html,
